#,NAME,NAME ARABIC,TYPE EN,TYPE AR,SUBTYPE EN,SUBTYPE AR,BLOCK,POINT_X_Longitude,POINT_Y_Latitude
369,AL WAFA SECONDARY GIRLS SCHOOL,مدرسة الوفاء الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,816,50.56942042,26.1613991
370,AL ZALLAQ PRIMARY & INTERMEDIATE GIRLS SCHOOL,مدرسة الزلاق الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1056,50.4891416,26.04906452
371,ALBILAD ALQADIM PRIMARY GIRLS SCHOOL,مدرسة البلاد القديم الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,362,50.55494936,26.20540226
372,ALHUNAINIA PRIMARY GIRLS SCHOOL,مدرسة الحنينية الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,903,50.56376513,26.1181051199999
373,ALQUDS PRIMARY GIRLS SCHOOL,مدرسة القدس الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,342,50.60043155,26.2068019899999
374,ALSALMANIYA PRIMARY GIRLS SCHOOL,مدرسة السلمانية الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,311,50.57189781,26.2205765299999
375,ALSANABIS INTERMEDIATE GIRLS SCHOOL,مدرسة السنابس الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,408,50.5464557299999,26.22628183
376,ALSANABIS PRIMARY GIRLS SCHOOL,مدرسة السنابس الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,404,50.5432025499999,26.2211816
377,ALTADHAMUN SECONDARY GIRLS SCHOOL,مدرسة التضامن الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1214,50.5117051699999,26.0696435499999
378,ARAD INTERMEDIATE GIRLS SCHOOL,مدرسة عراد الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,240,50.63029575,26.25475282
379,ARAD PRIMARY GIRLS SCHOOL,مدرسة عراد الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,240,50.6311506099999,26.25635743
380,ASMA THAT ALNETAQAIN PRIMARY GIRLS SCHOOL,مدرسة اسماء ذات النطاقين الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,108,50.6557176399999,26.23673803
381,BAIT AL HEKMA PRIMARY GIRLS SCHOOL,مدرسة بيت الحكمة الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,816,50.56898093,26.16235927
382,BALQEES PRIMARY GIRLS SCHOOL,مدرسة بلقيس الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1022,50.4807643099999,26.1219274
383,BURI PRIMARY GIRLS SCHOOL,مدرسة بوري الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,756,50.4984191799999,26.14694619
384,BUSAITEEN PRIMARY GIRLS SCHOOL,مدرسة البسيتين الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,221,50.6066162199999,26.26173829
385,EAST RIFFA INTERMEDIATE GIRLS SCHOOL,مدرسة الرفاع الشرقي الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,935,50.57340751,26.13261791
386,EAST RIFFA PRIMARY GIRLS SCHOOL,مدرسة الرفاع الشرقي الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,907,50.57593132,26.1175456699999
387,FATIMAH AL ZAHRA' PRIMARY GIRLS SCHOOL,مدرسة فاطمة الزهراء الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,301,50.57974531,26.2301349399999
388,FATIMAH BINT AL KHATTAB PRIMARY GIRLS SCHOOL,مدرسة فاطمة بنت الخطاب الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,925,50.5716185,26.1303591799999
389,FATIMAH BINT ASAD PRIMARY GIRLS SCHOOL,مدرسة فاطمة بنت أسد الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,463,50.51189087,26.21478153
390,GHARNATAH PRIMARY GIRLS SCHOOL,مدرسة غرناطة الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,608,50.6191433199999,26.15526501
391,GHAZI AL GOSAIBI SECONDARY GIRLS SCHOOL,مدرسة غازي القصيبي الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1205,50.49493223,26.12439669
392,HAFSA UMM AL MOAMININ PRIMARY GIRLS SCHOOL,مدرسة حفصة أم المؤمنين الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,814,50.56214791,26.1698820999999
393,HAJAR PRIMARY GIRLS SCHOOL,مدرسة هاجر الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,541,50.4569898299999,26.21230791
394,HALIMAH AL SAADIYAH INTERMEDIATE GIRLS SCHOOL,مدرسة حليمة السعدية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,328,50.57998347,26.21455709
395,HAMAD TOWN INTERMEDIATE GIRLS SCHOOL,مدرسة مدينة حمد الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1204,50.50298472,26.13198213
396,HAMAD TOWN PRIMARY GIRLS SCHOOL,مدرسة مدينة حمد الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1206,50.5025273799999,26.1281732799999
397,HAMAD TOWN SECONDARY GIRLS SCHOOL,مدرسة مدينة حمد الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1218,50.50637614,26.10762413
398,HIDD INTERMEDIATE GIRLS SCHOOL,مدرسة الحد الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,103,50.65320492,26.2501488
399,HIDD SECONDARY GIRLS SCHOOL,مدرسة الحد الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,110,50.65649888,26.24082267
400,ISA TOWN INTERMEDIATE GIRLS SCHOOL,مدرسة مدينة عيسى الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,807,50.54302452,26.17493786
401,ISA TOWN SECONDARY GIRLS SCHOOL,مدرسة مدينة عيسى الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,814,50.5645456299999,26.16614733
402,JAW PRIMARY & INTERMEDIATE GIRLS SCHOOL,مدرسة جو الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,960,50.6182476999999,25.9961112599999
403,JIDHAFS SECONDARY GIRLS SCHOOL,مدرسة جدحفص الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,421,50.54056251,26.2153820999999
404,KARRANAH PRIMARY GIRLS SCHOOL,مدرسة كرانة الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,460,50.51294267,26.22942928
405,KHADIJAH AL KUBRA INTERMEDIATE GIRLS SCHOOL,مدرسة خديجة الكبرى الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,211,50.61281847,26.25260451
406,KHAWLA SECONDARY GIRLS SCHOOL,مدرسة خولة الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,325,50.59442628,26.2205681199999
407,KURTUBA INTERMEDIATE GIRLS SCHOOL,مدرسة قرطبة الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,361,50.5594819599999,26.2080485299999
408,MARIAM BINT OMRAN PRIMARY GIRLS SCHOOL,مدرسة مريم بنت عمران الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,211,50.6135039999999,26.25172701
409,NUSAIBA BINT KAAB PRIMARY GIRLS SCHOOL,مدرسة نسيبة بنت كعب الابتدائية للبنات ,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1210,50.5047804399999,26.09855401
410,NUWAIDRAT PRIMARY GIRLS SCHOOL,مدرسة النويدرات الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,644,50.60075461,26.13560214
411,OMAYMA BINT AL NUAMAN SECONDARY GIRLS SCHOOL,مدرسة أميمة بنت النعمان الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,808,50.54372019,26.17906504
412,RABEAA ALADAWIYA PRIMARY GIRLS SCHOOL,مدرسة رابعة العدوية الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,308,50.58742825,26.2245458499999
413,ROQUYA PRIMARY GIRLS SCHOOL,مدرسة رقية الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,251,50.6539166199999,26.2729947899999
414,SABAA PRIMARY GIRLS SCHOOL,مدرسة سبأ الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1216,50.5103361199999,26.0640486699999
415,SAFIYA BINT ABDULMUTALIB PRIMARY & INTERMEDIATE GIRLS SCHOOL,مدرسة صفية بنت عبدالمطلب الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1204,50.5060513,26.13603352
416,SAFRAH PRIMARY & INTERMEDIATE GIRLS SCHOOL,مدرسة سافره الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,944,50.5422336299999,26.0988165099999
417,SAKINAH BINT ALHUSSAIN PRIMARY GIRLS SCHOOL,مدرسة سكينة بنت الحسين الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,306,50.58520842,26.2373605499999
418,SALIMABAD PRIMARY GIRLS SCHOOL,مدرسة سلماباد الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,706,50.5257592999999,26.1804174799999
419,SANAD PRIMARY GIRLS SCHOOL,مدرسة سند الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,743,50.57909285,26.1537423999999
420,SAR PRIMARY GIRLS SCHOOL,مدرسة سار الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,523,50.4869702499999,26.19212744
421,SAR SECONDARY GIRLS SCHOOL,مدرسة سار الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,575,50.4786338799999,26.18634763
422,SHAHRAKKAN PRIMARY GIRLS SCHOOL,مدرسة شهركان الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1042,50.49663812,26.0771905599999
423,SITRA INTERMEDIATE GIRLS SCHOOL,مدرسة سترة الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,608,50.61940931,26.15436001
424,SITRA PRIMARY GIRLS SCHOOL,مدرسة سترة الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,604,50.60760573,26.1692473399999
425,SITRA SECONDARY GIRLS SCHOOL,مدرسة سترة الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,609,50.62895133,26.1644957
426,SUMAYAH PRIMARY GIRLS SCHOOL,مدرسة سمية الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,312,50.5682525699999,26.22358686
427,TUBLI PRIMARY GIRLS SCHOOL,مدرسة توبلي الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,705,50.54801329,26.18173446
428,TULAITOLA PRIMARY GIRLS SCHOOL,مدرسة طليطلة الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1211,50.50629021,26.08904763
429,UMM AL QURRA PRIMARY INTERMEDIATE GIRLS SCHOOL,مدرسة أم القرى الابتدائية الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,644,50.6022231299999,26.13817445
430,UMM AYMAN PRIMARY GIRLS SCHOOL,مدرسة أم أيمن الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,318,50.59021554,26.2320357999999
431,UMM KALTHOOM INTERMEDIATE GIRLS SCHOOL,مدرسة أم كلثوم الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,815,50.56831307,26.15891645
432,UMM SALAMAH INTERMEDIATE GIRLS SCHOOL,مدرسة أم سلمة الاعدادية للبنات ,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,320,50.59724656,26.22619216
433,WEST RIFFA INTERMEDIATE GIRLS SCHOOL,مدرسة الرفاع الغربي الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,910,50.54556163,26.12091316
434,WEST RIFFA PRIMARY GIRLS SCHOOL,مدرسة الرفاع الغربي الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,908,50.5405969799999,26.11991416
435,WEST RIFFA SECONDARY GIRLS SCHOOL,مدرسة الرفاع الغربي الثانوية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,912,50.5461517299999,26.12931361
436,YATHREB INTERMEDIATE GIRLS SCHOOL,مدرسة يثرب الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,1218,50.5078276699999,26.10743731
437,ZAINAB INTERMEDIATE GIRLS SCHOOL,مدرسة زينب الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,524,50.47822619,26.22813508
438,ZANOOBIA INTERMEDIATE GIRLS SCHOOL,مدرسة زنوبيا الاعدادية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,202,50.6195688399999,26.26157701
439,ZUBAIDA PRIMARY GIRLS SCHOOL,مدرسة زبيدة الابتدائية للبنات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,PUBLIC SCHOOLS - GIRLS,مدارس عامة - بنات,216,50.6173263499999,26.24501966
440,ABULT - EDUCATION TRAINING CENTER,أبلت - مركز للتعليم والتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,308,50.5857390199999,26.2243673599999
441,ADULT EDUCATION TRAINING CENTRE,مركز تعليم الكبار,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,308,50.58573159,26.2244074299999
442,AHMED BIN HANBAL INSTITUTE FOR ISLAMIC STUDIES,مركز أحمد بن حنبل للدراسات الإسلامية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,809,50.5518909299999,26.1685961899999
443,AIT CENTRE,مركز أ. آى. تي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,333,50.58180756,26.20442294
444,AL EMAM AL SHAFIE INSTITUTE FOR ISLAMIC STUDIES,معهد الإمام الشافعي للدراسات الإسلامية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,1204,50.49901572,26.13337796
445,AL EMAM MALEK INSTITUTE FOR ISLAMIC STUDIES,معهد الإمام مالك للدراسات الإسلامية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,925,50.57019403,26.12991985
446,AL FATEH INSTITUTE,معهد الفاتح,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,931,50.5776124599999,26.1299385899999
447,AL HILAL COMPUTER TRAINING CENTER,مركز الهلال لتدريب الكمبيوتر,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,320,50.59588497,26.2296923
448,AL HILAL COMPUTER TRAINING CENTRE,مركز الهلال لتدريب الكمبيوتر,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,320,50.5958578999999,26.23022319
449,AL JAZEERA MODERN INSTITUTE,معهد الجزيرة الحديث,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,607,50.6195806599999,26.1606264
450,AL MOA'LEM COMPUTER INSTITUTE,معهد المعلم للكمبيوتر,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,421,50.5410765,26.21993093
451,AL SHABAB SPORT ACADEMY,أكاديمية الشباب للرياضة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,450,50.51685238,26.2190461299999
452,AL YAQEEN INSTITUTE FOR EDUCATION,معهد اليقين التعليمي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,109,50.6502160699999,26.24522949
453,ALAWAEL INSTITUTE,معهد الأوائل التعليمي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,913,50.5596759399999,26.1316647999999
454,ALBANNA TRAINING INSTITUTE,معهد البناء للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,356,50.56207682,26.2158623099999
455,ALGHAD TRAINING INSTITUTE,معهد الغد للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,711,50.56384313,26.20229579
456,ALLIANCE FRANCAISE BAHRAIN,معهد آليانس فرانسيز البحرين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,841,50.5472449399999,26.1606224199999
457,ALMADINAH INSTITUTE,معهد المدينة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,359,50.56274366,26.2120275
458,ALMAWRED TRAINING INSTITUTE,معهد المورد للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,915,50.5547633799999,26.1351924599999
459,AMERICAN CULTURAL & EDUCATIONAL CENTRE - ACEC,المركز الامريكي الثقافي والتعليمي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,324,50.6016023299999,26.2183919
460,APTECH COMPUTER CENTRE,مركز أبتك للكمبيوتر,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,359,50.56612771,26.2103024699999
461,ARAB RESEARCH CENTRE,مركز البحوث العربية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,304,50.5784292499999,26.2338795599999
462,ARABIAN EAST TRAINING CENTER,مركز المشرق العربي للتدريب,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,711,50.5627925599999,26.2017509999999
463,ARABIAN INSTITUTE FOR COMPUTER & LANGUAGE,المعهد العربي للكمبيوتر واللغات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,433,50.5342576299999,26.20959891
464,ARADOUS EDUCATION CENTRE FOR COMPUTER,مركز ارادوس لتعليم الكمبيوتر,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,721,50.5588261099999,26.17379562
465,ASEEL CENTRE,مركز أسيل,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,314,50.5666042699999,26.2317988299999
466,AWAL HANDICRAFTS CENTRE,مركز اوال للحرف اليدوية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,812,50.55874008,26.17188364
467,AWAL INSTITUTE OF TRAINING & LANGUAGES,مهعد أوال للتدريب واللغات,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,913,50.5597508199999,26.1309373299999
468,BAHRAIN CHESS ACADEMY,أكاديمية البحرين للشطرنج,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,436,50.5323670599999,26.23630988
469,BAHRAIN COMPUTER & MANAGEMENT INSTITUTE,معهد البحرين للكمبيوتر والادارة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,320,50.5962131799999,26.22939347
470,BAHRAIN INSTITUTE,معهد البحرين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,935,50.57124026,26.13463046
471,BAHRAIN INSTITUTE FOR ISLAMIC STUDIES,معهد البحرين للعلوم الشرعية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,226,50.6038370799999,26.2759473499999
472,BAHRAIN INSTITUTE FOR POLITICAL DEVELOPMENT,معهد البحرين للتنمية السياسية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,333,50.58252842,26.20700443
473,BAHRAIN INSTITUTE FOR SHARIA'A STUDIES,معهد البحرين للعلوم الشرعية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,226,50.60385497,26.2768691899999
474,BAHRAIN INSTITUTE OF BANKING AND FINANCE (BIBF),معهد البحرين للدراسات المصرفية والمالية,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,340,50.6026102499999,26.21252522
475,BAHRAIN INSTITUTE OF ENTREPRENEURSHIP AND TECHNOLOGY (BIET),معهد البحرين لريادة الأعمال والتكنولوجيا,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,319,50.59407808,26.2350196999999
476,BAHRAIN INSTITUTE OF HOSPITALITY AND RETAIL,معهد البحرين للضيافة والتجزئة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,524,50.4767426299999,26.22392936
477,BAHRAIN INTERNATIONAL RETAIL DEVELOPMENT CENTER,مركز البحرين الدولي لتطوير بيع التجزئة,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,340,50.59986193,26.21204251
478,BAHRAIN MONTESSORI CENTRE,مركز مونتيسوري البحرين,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,531,50.47380736,26.2118998
479,BAHRAIN MUSIC INSTITUTE,معهد البحرين للموسيقي,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,333,50.58786546,26.2029603599999
480,BAHRAIN MUSIC INSTITUTE,معهد البحرين للموسيقى,EDUCATIONAL INSTITUTIONS,مؤسسات تعليمية,TRAINING INSTITUTES,معاهد التدريب,333,50.58431834,26.20474416
