District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DITINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Jhapa,Mechi,Terai,Eastern,154,4000,PRIVATE JHAPA,24,34.8,17.4,26.4,28.8,31.9,16,16,0,0,1,0,1,15,6.25
Jhapa,Mechi,Terai,Eastern,155,4001,BHADRAPUR MA VI BHADRAPUR,22.5,38.1,13.1,26.6,38.8,45.5,114,114,0,3,7,1,11,103,9.65
Jhapa,Mechi,Terai,Eastern,156,4002,DILLIRAJ MA VI TANGANDUBBA,17.7,36.8,17.0,28.9,41.7,37.2,96,96,0,4,4,0,8,88,8.33
Jhapa,Mechi,Terai,Eastern,157,4003,MAHENDRA RATNA MA VI ANARMANI,33.6,50.0,40.8,32.9,46.3,46.9,88,88,0,14,53,5,72,16,81.82
Jhapa,Mechi,Terai,Eastern,158,4004,HIMALI MA VI PRITHIVINAGAR,26.2,42.5,22.2,28.9,51.9,32.5,68,68,0,3,12,4,19,49,27.94
Jhapa,Mechi,Terai,Eastern,159,4005,MOTI MA VI DHARAMPUR,19.7,40.4,24.7,27.8,40.8,32.4,40,39,0,1,6,1,8,31,20.51
Jhapa,Mechi,Terai,Eastern,160,4006,SAGARMATHA AWASIYA MA VI ANARMANI,34.1,35.6,23.2,21.9,42.4,36.3,20,20,0,0,5,0,5,15,25.0
Jhapa,Mechi,Terai,Eastern,161,4007,PRAGATI MA VI JUROPANI,22,46.7,30.4,34.6,53.0,46.8,42,42,0,3,5,0,8,34,19.05
Jhapa,Mechi,Terai,Eastern,162,4008,DURGA MA VI GARAMANI,26.8,45.6,28.0,27.6,43.3,38.0,83,79,0,7,30,2,39,40,49.37
Jhapa,Mechi,Terai,Eastern,163,4009,LITTLE FLOWER ENGLISH MA VI ANARMANI,52.5,54.2,58.3,45.5,55.1,51.2,113,113,2,79,29,0,110,3,97.35
Jhapa,Mechi,Terai,Eastern,164,4010,KANKAI AWASIYA ENGLISH MA VI BIRTAMOD,46.9,42.1,43.5,38.0,53.0,43.7,69,69,0,22,29,0,51,18,73.91
Jhapa,Mechi,Terai,Eastern,165,4011,BIRENDRA MA VI CHANDRAGADHI,29.8,43.1,29.8,31.0,38.5,46.6,69,69,1,6,20,0,27,42,39.13
Jhapa,Mechi,Terai,Eastern,166,4012,PASHUPATI MA VI RAJGADHA,17.3,39.4,20.3,25.6,39.4,36.2,63,63,0,1,9,0,10,52,15.87
Jhapa,Mechi,Terai,Eastern,167,4013,BANI MA VI LAKHANPUR,15.4,38.1,25.5,29.3,46.0,35.7,113,113,0,7,8,0,15,98,13.27
Jhapa,Mechi,Terai,Eastern,168,4014,JANA JAGRITI MA VI GOLDHAP,19.5,41.1,26.6,22.1,38.0,34.7,122,122,0,2,15,11,28,94,22.95
Jhapa,Mechi,Terai,Eastern,169,4015,LAKSHMI MA VI BANIYANI,18.6,43.8,22.2,20.8,56.8,36.3,66,66,0,4,5,0,9,57,13.64
Jhapa,Mechi,Terai,Eastern,170,4016,SIDDHARTHA BOARDING MA VI DAMAK,53.5,61.0,74.2,51.3,51.6,52.4,94,93,11,71,10,0,92,0,98.92
Jhapa,Mechi,Terai,Eastern,171,4017,NARENDRA JANTA MA VI TOPGACHHI,28.6,41.1,24.1,28.7,44.8,39.4,52,51,0,2,11,0,13,38,25.49
Jhapa,Mechi,Terai,Eastern,172,4018,ADARSHA MA VI BUDHABARE JAYPUR,27,41.5,32.2,35.7,50.2,39.5,103,103,0,2,52,8,62,41,60.19
Jhapa,Mechi,Terai,Eastern,173,4019,CHULACHULI ENGLISH BOARDING MA VI DAMAK,54.2,57.0,63.3,53.6,54.1,49.6,45,45,1,39,5,0,45,0,100.0
Jhapa,Mechi,Terai,Eastern,174,4020,ADARSHA VIDYAMANDIR MA VI GHAILADUBBA,15.2,33.3,13.9,23.4,42.0,30.8,90,90,0,0,0,0,0,90,0.0
Jhapa,Mechi,Terai,Eastern,175,4021,DHULABARI MA VI DHULABARI,23.9,50.1,34.0,33.3,49.7,38.1,38,37,0,2,12,1,15,22,40.54
Jhapa,Mechi,Terai,Eastern,176,4022,BUDDHA ADARSHA MA VI JAYPUR BUDHABARE,21.9,49.3,32.9,30.0,44.8,37.1,107,107,0,6,30,3,39,68,36.45
Jhapa,Mechi,Terai,Eastern,177,4023,BALBHADRA JANTA MA VI DHAIJAN,26.4,45.0,40.9,42.2,51.3,46.8,43,43,0,10,10,0,20,23,46.51
Jhapa,Mechi,Terai,Eastern,178,4024,BHRIKUTI MA VI DURGAPUR,24.2,45.5,22.0,30.5,48.0,40.4,62,62,0,6,12,1,19,43,30.65
Jhapa,Mechi,Terai,Eastern,179,4025,TRIBHUWAN MA VI PANCHGACHI,21.9,40.0,24.2,33.9,43.6,39.9,45,45,0,3,7,0,10,35,22.22
Jhapa,Mechi,Terai,Eastern,180,4026,GYANJYOTI MA VI GAURADAHA,41.4,54.3,53.9,41.6,54.8,50.9,39,39,2,19,10,0,31,8,79.49
Jhapa,Mechi,Terai,Eastern,181,4027,MECHI JANASADHARAN MA VI BAHUNDANGI,24.9,40.8,19.0,29.5,40.6,36.9,53,53,0,0,9,0,9,44,16.98
Jhapa,Mechi,Terai,Eastern,182,4028,SANISCHARE MA VI SANISCHARE,19.1,39.1,34.8,27.1,41.8,36.0,81,81,0,2,11,5,18,63,22.22
Jhapa,Mechi,Terai,Eastern,183,4029,KANKAI MA VI SURUNGA,26.5,42.0,31.8,30.8,52.8,45.5,112,111,0,11,33,3,47,64,42.34
Jhapa,Mechi,Terai,Eastern,184,4030,SHANTI ADARSH MA VI SHANTINAGAR,25.4,54.1,21.5,26.6,42.4,35.7,57,57,0,2,12,1,15,42,26.32
Jhapa,Mechi,Terai,Eastern,185,4031,SCHOOL CHAUN MA VI MAHARANIJHORA,23.3,41.9,26.0,30.3,40.5,48.0,41,41,0,3,11,2,16,25,39.02
Jhapa,Mechi,Terai,Eastern,186,4032,KHAJURGACHHI MA VI KHAJURGACHHI,16.3,35.6,23.0,28.1,44.9,35.8,54,54,0,2,5,2,9,45,16.67
Jhapa,Mechi,Terai,Eastern,187,4033,JANA ADARSHA MA VI SHIVGUNJ,18.2,40.9,25.2,29.7,40.4,32.2,153,152,0,2,25,3,30,121,19.74
Jhapa,Mechi,Terai,Eastern,188,4034,GAURIGUNJ MA VI GAURIGUNJ,23.8,44.9,31.9,31.2,52.1,39.5,50,50,0,8,3,0,11,39,22.0
Jhapa,Mechi,Terai,Eastern,189,4035,JANATA MA VI GAURADAHA,23,50.2,22.2,26.6,33.7,39.4,130,130,0,6,20,0,26,104,20.0
Jhapa,Mechi,Terai,Eastern,190,4036,BHADRAKALI MA VI KOHABARA,26.7,47.4,33.5,23.5,40.3,34.9,53,53,0,4,12,4,20,33,37.74
Jhapa,Mechi,Terai,Eastern,191,4037,AMAR MA VI BAIGUNDHURA,25.3,42.0,27.5,24.1,35.8,34.2,33,33,0,1,8,1,10,23,30.3
Jhapa,Mechi,Terai,Eastern,192,4038,DHUKURPANI MA VI DHUKURPANI,21.4,45.8,25.9,33.2,45.3,37.7,49,49,0,2,9,2,13,36,26.53
Jhapa,Mechi,Terai,Eastern,193,4039,MAHENDRA RATNA MA VI TOPGACHHI,24.8,48.5,21.5,26.7,49.2,32.1,92,92,0,8,10,1,19,73,20.65
Jhapa,Mechi,Terai,Eastern,194,4040,HIMALAYA MA VI DAMAK,22.9,41.5,21.4,32.3,42.8,35.4,183,183,0,14,24,3,41,142,22.4
Jhapa,Mechi,Terai,Eastern,195,4041,HALDIBARI MA VI HALDIBARI,16.4,39.6,26.4,24.3,43.8,34.1,114,114,0,4,15,2,21,93,18.42
Jhapa,Mechi,Terai,Eastern,196,4042,RASTRIYA RAMANIYA ADARSHA MA VI DUDHE,20.1,38.3,18.5,28.9,42.1,38.2,62,62,0,0,7,1,8,53,12.9
Jhapa,Mechi,Terai,Eastern,197,4043,ARANIKO MA VI MAHESHPUR,25.2,38.0,14.9,28.1,41.1,43.4,42,42,0,2,4,0,6,36,14.29
Jhapa,Mechi,Terai,Eastern,198,4044,ADARSHA MA VI AYABARI KAKARVITTA,21.9,42.1,19.7,27.1,38.4,35.5,112,112,0,2,17,0,19,93,16.96
Jhapa,Mechi,Terai,Eastern,199,4045,DEEP JYOTI VIDYAMANDIR MA VI ARJUNDHARA,47.5,54.9,50.3,42.7,58.7,46.5,55,55,1,30,20,0,51,4,92.73
Jhapa,Mechi,Terai,Eastern,200,4046,JANTA MA VI SARANAMATI,23.2,42.3,26.6,25.2,42.9,37.0,93,93,0,4,21,4,29,64,31.18
Jhapa,Mechi,Terai,Eastern,201,4047,SARASWOTI MA VI ETABHATTA DAMAK,20.7,44.8,27.7,32.7,46.7,40.8,144,144,0,12,28,0,40,104,27.78
Jhapa,Mechi,Terai,Eastern,202,4048,SINGH DEVI MA VI DAMAK SANOBARGHARE,15.6,38.9,21.3,30.0,41.5,38.4,51,51,0,1,8,1,10,41,19.61
Jhapa,Mechi,Terai,Eastern,203,4049,PUHATU JANJYOTI MA VI CHANDRAGADHI,28.3,45.4,27.7,30.2,36.6,42.6,52,52,0,4,12,0,16,36,30.77
Jhapa,Mechi,Terai,Eastern,204,4050,KAKARVITTA MA VI KAKARVITTA,24.8,45.8,26.8,27.5,50.9,34.3,53,53,0,2,14,2,18,35,33.96
Jhapa,Mechi,Terai,Eastern,205,4051,JANATA MA VI KHUDUNABARI,13.7,36.7,13.0,19.4,40.4,33.9,138,136,0,2,2,3,7,129,5.15
Jhapa,Mechi,Terai,Eastern,206,4052,SARASWATI MA VI RANGAPUR,26.8,41.6,27.0,32.9,43.1,36.5,59,59,0,4,16,4,24,35,40.68
Jhapa,Mechi,Terai,Eastern,207,4053,PHULBARI MA VI CHAKCHAKI,20.8,32.6,23.4,21.9,37.4,36.9,94,93,0,0,17,7,24,69,25.81
Jhapa,Mechi,Terai,Eastern,208,4054,MAHENDRA MA VI JALTHAL,20.6,41.0,25.7,30.2,44.5,40.9,85,85,0,3,15,3,21,64,24.71
Jhapa,Mechi,Terai,Eastern,209,4055,MAHENDRA JYOTI MA VI GARAMANI,18.4,38.1,20.9,21.7,37.2,34.3,59,58,0,2,6,1,9,49,15.52
Jhapa,Mechi,Terai,Eastern,210,4056,SAHID DHARMABHAKTA MA VI TOPGACHHI,22.7,47.3,27.5,29.0,50.3,35.0,75,75,0,2,21,1,24,51,32.0
Jhapa,Mechi,Terai,Eastern,211,4057,BHANU MA VI LALJHODA,25.3,49.3,31.3,35.1,45.4,35.9,85,85,0,3,27,6,36,49,42.35
Jhapa,Mechi,Terai,Eastern,212,4058,BHANU MA VI BAHUNDANGI,24.6,41.8,20.9,25.3,41.5,37.6,107,106,0,6,14,3,23,83,21.7
Jhapa,Mechi,Terai,Eastern,213,4059,BAL KALYAN MA VI KUNJIBARI,19.9,42.6,29.2,29.2,49.9,47.1,26,26,0,0,6,1,7,19,26.92
Jhapa,Mechi,Terai,Eastern,214,4060,SANGBED SAN MA VI CHARPANE,45,52.6,38.3,56.0,57.6,37.9,8,8,0,0,7,1,8,0,100.0
Jhapa,Mechi,Terai,Eastern,215,4061,CHAMPAPUR MA VI GHAILADUBBA,13.7,36.6,11.1,22.7,41.2,30.9,42,42,0,0,0,0,0,42,0.0
Jhapa,Mechi,Terai,Eastern,216,4062,PATHARIYA MA VI PATHARIYA,16.8,45.4,21.5,23.1,53.4,33.8,99,99,0,4,7,0,11,87,11.11
Jhapa,Mechi,Terai,Eastern,217,4063,SHARADA SHISHU SADAN MA VI DHULABARI,56.2,53.1,54.5,47.2,62.9,48.7,29,29,1,23,5,0,29,0,100.0
Jhapa,Mechi,Terai,Eastern,218,4064,GADI GAUN MA VI SHANTINAGAR,18.5,46.3,19.1,28.9,43.1,37.6,102,102,0,1,14,0,15,87,14.71
Jhapa,Mechi,Terai,Eastern,219,4065,FIVE STAR ENGLISH BOARDING SCHOOL DHULABA,43.9,51.5,50.5,38.6,55.9,44.2,37,37,0,18,19,0,37,0,100.0
Jhapa,Mechi,Terai,Eastern,220,4066,MECHI AWASIYA MA VI DAMAK,39.5,53.4,49.3,44.7,57.2,53.1,72,71,1,37,22,0,60,11,84.51
Jhapa,Mechi,Terai,Eastern,221,4067,BIDUR ENGLISH BOARDING SCHOOL BHADRAPUR,52.8,57.4,62.3,50.5,66.0,42.8,39,39,5,23,9,0,37,2,94.87
Jhapa,Mechi,Terai,Eastern,222,4068,EVEREST BOARDING HIGH SCHOOL DAMAK,53.1,57.3,60.8,50.9,68.4,52.8,30,30,1,25,3,0,29,1,96.67
Jhapa,Mechi,Terai,Eastern,223,4069,GYANODAYA SHIKSHYA NIKETAN MA VI DHULABARI,33.6,54.7,35.3,40.1,55.5,42.1,15,15,0,2,8,0,10,5,66.67
Jhapa,Mechi,Terai,Eastern,224,4070,BALKALYAN AWASIYA MA VI CHARPANE,55.2,51.5,65.4,50.5,62.2,48.4,29,29,1,22,5,0,28,1,96.55
Jhapa,Mechi,Terai,Eastern,225,4071,PRAGYAN ACADEMY CHANDRAGADHI,30.9,58.8,45.5,35.9,56.4,40.8,64,64,0,17,32,0,49,15,76.56
Jhapa,Mechi,Terai,Eastern,226,4072,ARJUNDHARA SAN ADARSHA MA VI ARJUNDHARA,16.8,27.0,12.7,16.5,40.2,32.0,25,25,0,0,0,0,0,25,0.0
Jhapa,Mechi,Terai,Eastern,227,4073,PASHUPATI BOARDING SCHOOL KAKARVITTA,54.7,55.8,54.0,51.8,64.1,45.5,15,15,0,12,3,0,15,0,100.0
Jhapa,Mechi,Terai,Eastern,228,4074,MOUNT EVEREST MA VI GAURADAHA,63.7,61.5,57.7,46.6,56.8,55.4,39,39,5,25,8,0,38,1,97.44
Jhapa,Mechi,Terai,Eastern,229,4075,SIDDHARTHA SHISHU SADAN BHADRAPUR,59,55.4,65.8,50.9,67.2,45.4,36,36,1,30,5,0,36,0,100.0
Jhapa,Mechi,Terai,Eastern,230,4076,KALISTHAN MA VI SANISCHARE,26.8,37.9,27.7,25.8,49.7,35.0,66,65,0,3,17,4,24,41,36.92
Jhapa,Mechi,Terai,Eastern,231,4077,SHAHID DASHARATH MA VI DUWAGADI-4,21.8,38.5,27.2,35.7,47.4,44.7,53,53,0,5,9,1,15,38,28.3
Jhapa,Mechi,Terai,Eastern,232,4078,LALPANI MA VI SHIVAGANJ-5,24.4,37.3,30.3,28.6,52.8,41.3,67,67,0,2,23,11,36,31,53.73
Jhapa,Mechi,Terai,Eastern,233,4079,MAHANANDA SHIKSHA SADAN BUDHABARE-9,51,58.3,67.6,46.9,56.4,55.8,52,52,3,36,12,0,51,1,98.08
Jhapa,Mechi,Terai,Eastern,234,4080,HARIKUL MODEL HIGH SCHOOL SURUNGA-5,56.6,56.4,65.5,47.9,54.8,52.4,48,48,2,40,6,0,48,0,100.0
Jhapa,Mechi,Terai,Eastern,235,4081,SURYODAYA ENGLISH SCHOOL DAMAK-11,54.5,54.0,65.0,47.6,60.8,58.0,79,79,6,70,3,0,79,0,100.0
Jhapa,Mechi,Terai,Eastern,236,4082,PANINI MA VI DAMAK-15,20.1,38.1,22.3,24.0,44.1,41.3,63,62,0,5,5,1,11,51,17.74
Jhapa,Mechi,Terai,Eastern,237,4083,DHRUBA TARA RESIDENTIAL SECONDARY SCHOOL,40.8,48.5,46.1,37.8,49.0,42.6,48,48,1,14,25,3,43,5,89.58
Jhapa,Mechi,Terai,Eastern,238,4085,KAMALA MADAN ASRIT SMRITI H. S. SCHOOL TOPA,G    27,55.7,37.4,34.1,47.4,34.7,34,34,0,3,18,2,23,11,67.65
Jhapa,Mechi,Terai,Eastern,239,4086,CHETANA MA VI SHIVAGANJ,44.5,57.5,61.9,47.7,59.0,48.3,18,18,1,14,3,0,18,0,100.0
Jhapa,Mechi,Terai,Eastern,240,4087,MECHI ENGLISH HIGH SCHOOL BHADRAPUR,56.9,53.0,45.1,46.4,66.1,43.9,7,7,0,6,1,0,7,0,100.0
Jhapa,Mechi,Terai,Eastern,241,4088,NORTH POINT ENGLISH BOARDING SCHOOL KAKAR,46.7,53.1,47.2,42.5,56.8,43.1,70,70,1,28,32,0,61,9,87.14
Jhapa,Mechi,Terai,Eastern,242,4089,EMERALD ACADEMY PRATISTHAN SCHOOL BHADR,59.7,52.6,58.0,47.1,61.4,53.7,51,51,1,35,12,0,48,3,94.12
Jhapa,Mechi,Terai,Eastern,243,4090,SHISHU NIKETAN ENGLISH SCHOOL BHADRAPUR,55.9,53.2,62.9,51.2,64.6,47.7,18,18,1,13,3,0,17,1,94.44
Jhapa,Mechi,Terai,Eastern,244,4091,GLOBAL EDUCATIONAL ACADEMY DAMAK-11,42.7,46.4,58.1,38.4,55.9,48.4,34,34,0,21,11,0,32,2,94.12
Jhapa,Mechi,Terai,Eastern,245,4092,PASHUPATI ENGLISH MA VI SURUNGA,57.3,53.6,70.2,49.4,68.4,53.5,65,65,7,49,9,0,65,0,100.0
Jhapa,Mechi,Terai,Eastern,246,4093,DIBYA RATNA AWASIYA MA VI GHAILADUBA-5,29,35.3,29.4,28.9,44.4,29.4,25,25,0,0,11,1,12,13,48.0
Jhapa,Mechi,Terai,Eastern,247,4094,BHANU MA VI ARJUNDHARA,21.3,42.7,33.6,27.7,53.0,40.2,44,44,0,3,7,2,12,32,27.27
Jhapa,Mechi,Terai,Eastern,248,4095,SWASTIKA SHISHU SADAN MA VI SHANISCHARE,43.3,51.8,55.0,47.5,53.9,42.6,15,15,0,7,7,1,15,0,100.0
Jhapa,Mechi,Terai,Eastern,249,4096,LAXMI NARAYAN MA VI DHARAMPUR-8,24.2,49.8,33.8,30.3,48.3,35.2,42,42,0,4,9,2,15,27,35.71
Jhapa,Mechi,Terai,Eastern,250,4097,BIR AMAR SINGH MA VI CHARPANE,21,35.8,20.2,21.2,38.0,35.3,65,65,0,1,12,0,13,52,20.0
Jhapa,Mechi,Terai,Eastern,251,4098,PURBANCHAL ENGLISH BOARDING SECONDARY SC,39.9,45.5,36.1,34.5,49.5,42.2,22,22,0,3,13,0,16,6,72.73
Jhapa,Mechi,Terai,Eastern,252,4099,HIMALAYAN ENGLISH ACADEMY BAHUNDANGI,26.4,49.0,36.2,24.0,48.9,31.7,21,21,0,3,3,1,7,14,33.33
Jhapa,Mechi,Terai,Eastern,253,4100,OASIS ACADEMY BHUTANESE REFUGEE CAMP TIM,34.6,43.5,22.7,19.1,40.6,28.0,189,187,0,0,41,14,55,131,29.41
Jhapa,Mechi,Terai,Eastern,254,4101,NEW HORIZON ACADEMY BHUTANESE REFUGEE C,32.4,39.4,19.7,20.8,36.0,31.1,556,556,0,6,82,21,109,446,19.6
Jhapa,Mechi,Terai,Eastern,255,4102,SUN RISE ACADEMY BHUTANESE REFUGEE CAMP,K 39.1,39.4,20.5,25.5,45.7,35.4,266,266,0,11,63,1,75,191,28.2
Jhapa,Mechi,Terai,Eastern,256,4103,TRI-RATNA SECONDARY SCHOOL BHUTANESE REF,30.8,40.0,17.9,25.0,38.1,39.9,223,220,0,9,43,3,55,165,25.0
Jhapa,Mechi,Terai,Eastern,257,4104,PRAGATI SECONDARY ENGLISH BOARDING SCHOO,48.3,53.9,52.5,42.7,54.3,43.6,25,25,1,8,14,0,23,2,92.0
Jhapa,Mechi,Terai,Eastern,258,4105,JYOTI ENGLISH BOARDING SCHOOL BUDHABARE,46.8,56.0,54.9,43.3,50.7,56.3,32,32,0,20,9,0,29,3,90.63
Jhapa,Mechi,Terai,Eastern,259,4106,SURYODAYA ENGLISH BOARDING SCHOOL KAKARV,49.1,54.5,53.5,41.7,58.5,44.6,24,24,1,10,12,0,23,1,95.83
Jhapa,Mechi,Terai,Eastern,260,4107,EASTERN STAR ENGLISH BOARDING SCHOOL DAM,45.9,52.2,45.6,42.4,43.1,42.4,52,52,0,19,23,0,42,10,80.77
Jhapa,Mechi,Terai,Eastern,261,4108,JYAMIR GADHI MA VI JYAMIRGADHI,22.9,46.0,29.5,40.5,49.8,46.5,24,24,0,1,11,0,12,12,50.0
Jhapa,Mechi,Terai,Eastern,262,4109,ARUNODYA AWASIYA SECONDARY SCHOOL KAKAR,22.5,49.9,33.6,26.0,52.9,33.8,32,32,0,4,12,1,17,15,53.13
Jhapa,Mechi,Terai,Eastern,263,4110,BISHWA JYOTI SECONDARY BOARDING SCHOOL HA,25.8,39.8,25.2,31.6,45.3,41.2,12,12,0,0,5,1,6,6,50.0
Jhapa,Mechi,Terai,Eastern,264,4111,BIRAT JYOTI ENGLISH BOARDING SECONDARY SCH,53.6,53.8,62.6,46.4,52.1,52.9,44,44,3,30,11,0,44,0,100.0
Jhapa,Mechi,Terai,Eastern,265,4112,BLOOMING LOTUS ENGLISH SCHOOL BHUTANESE,R 38.9,43.1,25.3,21.6,44.2,35.4,302,301,0,13,70,5,88,212,29.24
Jhapa,Mechi,Terai,Eastern,266,4113,GYANJYOTI MA VI CHANDRAGADI,33.7,48.6,31.0,29.3,41.4,41.4,34,34,0,7,7,0,14,20,41.18
Jhapa,Mechi,Terai,Eastern,267,4114,GOLDEN SUNRISE ENGLISH SCHOOL GAURADAHA,46.5,60.8,53.2,50.1,56.2,55.6,24,24,3,12,8,0,23,1,95.83
Jhapa,Mechi,Terai,Eastern,268,4115,LALIMA BOARDING SCHOOL TOPGACHHI,45.7,54.6,54.2,36.6,55.0,41.1,12,12,0,3,9,0,12,0,100.0
Jhapa,Mechi,Terai,Eastern,269,4116,DIVYAJYOTI MA VI RAJGADH,41.9,47.7,52.5,36.8,51.6,47.4,28,28,0,11,13,0,24,4,85.71
Jhapa,Mechi,Terai,Eastern,270,4117,KACHAN KAWAL VIDYA MANDIR MA VI BANIYANI,26.5,45.9,23.5,35.6,45.0,50.4,29,29,0,4,6,0,10,19,34.48
Jhapa,Mechi,Terai,Eastern,271,4118,JANATA MA VI BAHUNDANGI,19.2,38.3,17.4,23.9,41.8,33.0,74,74,0,1,6,0,7,67,9.46
Jhapa,Mechi,Terai,Eastern,272,4119,LITTLE ANGELS' BOARDING SCHOOL DUHAGADI,56.8,58.2,60.9,54.0,65.4,58.4,16,16,0,15,1,0,16,0,100.0
Jhapa,Mechi,Terai,Eastern,273,4120,EAST HORIZON ENGLISH MA VI MECHI NAGAR,53,60.0,64.1,44.1,64.8,49.8,52,52,1,46,5,0,52,0,100.0
Jhapa,Mechi,Terai,Eastern,274,4121,NAWA KIRAN VIDYA MANDIR SHIVAGANJ,49,55.1,55.2,42.2,50.8,49.0,24,24,1,11,12,0,24,0,100.0
Jhapa,Mechi,Terai,Eastern,275,4122,NAVODAYA MA VIDHYA MANDIR TOPGACHHI,40.3,56.1,64.3,39.7,58.4,43.8,28,28,0,21,7,0,28,0,100.0
Jhapa,Mechi,Terai,Eastern,276,4123,GYAN JYOTI ENGLISH MA VI RAJGADH,36.2,50.0,44.2,34.7,47.3,45.1,75,75,1,22,35,6,64,11,85.33
Jhapa,Mechi,Terai,Eastern,277,4124,CHANDRA BHANU JYOTI MA VI PRITHVINAGAR,23.1,41.2,22.9,34.2,44.3,43.5,51,51,0,1,13,1,15,36,29.41
Jhapa,Mechi,Terai,Eastern,278,4125,GYANODAYA AAWASIYA MA VI GAURIGANJ-5,28.8,51.3,47.6,37.2,58.0,49.3,12,12,0,5,3,0,8,4,66.67
Jhapa,Mechi,Terai,Eastern,279,4126,DAFFODILS ACADEMY BHADRAPUR-15,30.3,39.7,26.1,26.6,52.3,34.3,32,32,0,2,12,0,14,18,43.75
Jhapa,Mechi,Terai,Eastern,280,4127,DEVKOTA MA VI KHAJURGACHHI-6,31.7,54.5,54.1,39.3,58.0,46.0,21,21,0,7,14,0,21,0,100.0
Jhapa,Mechi,Terai,Eastern,281,4128,BALNIKUNJA MA VI SATASHIDHAM,18.1,41.3,34.9,22.6,45.9,40.4,56,56,0,2,11,2,15,41,26.79
Jhapa,Mechi,Terai,Eastern,282,4129,PRATIVA NAMUNA MA VI KHUDUNABARI,26.4,48.6,32.6,33.5,49.6,41.0,77,77,1,10,18,0,29,48,37.66
Jhapa,Mechi,Terai,Eastern,283,4130,MAKALU MA VI MAHARANIJHODA SCHOOLCHOUN,32.5,47.9,41.9,27.8,45.6,39.1,28,28,0,4,15,0,19,9,67.86
Jhapa,Mechi,Terai,Eastern,284,4131,JANATA MA VI BALUBATHAN KOHABARA,19,40.4,26.3,21.2,37.5,26.3,24,24,0,0,5,0,5,19,20.83
Jhapa,Mechi,Terai,Eastern,285,4132,BHAGAWATI MA VI SHIVGANJ BANGDANDA,18.9,45.0,20.0,33.4,42.5,38.5,76,76,0,0,5,0,5,71,6.58
Jhapa,Mechi,Terai,Eastern,286,4133,KAVI SHIROMANI MA VI MECHINAGAR,25,50.4,29.0,33.0,54.8,42.4,54,54,0,6,10,1,17,37,31.48
Jhapa,Mechi,Terai,Eastern,287,4134,BHANU SMRITI AWASIYA MA VI BHADRAPUR,26.7,43.9,29.7,29.3,53.2,32.4,30,30,0,1,8,4,13,17,43.33
Jhapa,Mechi,Terai,Eastern,288,4135,NAMUNA ENGLISH MA VI CHAKCHAKI,34.5,49.5,38.6,33.7,49.6,44.2,21,21,0,5,10,1,16,5,76.19
Jhapa,Mechi,Terai,Eastern,289,4136,GYAN SAROVAR NIKETAN MA VI PRITHVINAGAR,34.1,50.9,36.1,36.7,51.8,51.1,51,51,0,8,25,5,38,13,74.51
Jhapa,Mechi,Terai,Eastern,290,4137,GYANKUNJ ACADEMY MA VI GAURIGANJ,56.1,55.4,63.3,44.1,65.6,55.6,18,18,0,16,1,0,17,1,94.44
Jhapa,Mechi,Terai,Eastern,291,4138,WONDERLAND ENGLISH BOARDING SCHOOL BANIY,24.6,50.2,36.7,31.2,63.3,41.9,19,19,0,5,5,0,10,9,52.63
Jhapa,Mechi,Terai,Eastern,292,4139,MOTHERLAND ENGLISH BOARDING SCHOOL DAMA,55.6,53.9,78.3,49.2,61.9,56.4,16,16,0,16,0,0,16,0,100.0
Jhapa,Mechi,Terai,Eastern,293,4140,CHILDREN GARDEN ENGLISH SCHOOL JALTHAL-4,25.9,50.9,39.1,31.9,53.5,34.4,11,11,0,2,5,0,7,4,63.64
Jhapa,Mechi,Terai,Eastern,294,4141,PATHIBHARA SHIKSHA SADAN DUWAGADI CHARALI,27.1,38.7,26.9,31.1,44.7,44.8,15,15,0,0,5,0,5,10,33.33
Jhapa,Mechi,Terai,Eastern,295,4142,KANCHANJUNGA ENGLISH HIGH SCHOOL LAXMIPU,39.7,41.0,35.8,32.6,58.4,40.0,9,9,0,1,5,0,6,3,66.67
Jhapa,Mechi,Terai,Eastern,296,4143,BIBHUTI VIDYA MANDIR ENGLISH SCHOOL CHANDR,56.3,65.8,64.2,54.6,66.0,49.6,36,36,2,32,2,0,36,0,100.0
Jhapa,Mechi,Terai,Eastern,297,4144,BIDHYAPANI MA VI PATHARIYA-9,21.2,51.1,28.6,25.2,59.8,38.5,25,25,0,2,8,0,10,15,40.0
Jhapa,Mechi,Terai,Eastern,298,4145,MECHI SHIKSHA NIKETAN MECHINAGAR-12,26.9,40.6,13.0,25.4,42.6,43.2,10,10,0,0,1,0,1,9,10.0
Jhapa,Mechi,Terai,Eastern,299,4146,BHANU MA VI DHARAMPUR,21.7,43.2,29.6,31.3,42.4,31.5,55,55,0,3,14,3,20,34,36.36
Jhapa,Mechi,Terai,Eastern,300,4147,RUDRA MEMORIAL ENGLISH AWASIYA MA VI ANAR,M 49.4,46.9,46.9,39.4,59.1,46.1,14,14,0,4,8,0,12,2,85.71
