Region,Council,Ward,School Name,School Ownership,REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F
Manyara,Kiteto,Songambele,ORKINE,Government,S.4107,0,0,0,2,2,10,20,27,13,29,23,19,34,33,12,10,6,14,3,2,113,146
Manyara,Kiteto,Sunya,SUNYA,Government,S.4103,0,0,12,3,14,7,65,72,15,24,30,36,31,38,23,34,14,10,4,4,208,228
Manyara,Mbulu,Bashay,BASHAY,Government,S.1526,0,0,0,0,0,6,8,19,30,63,38,53,32,59,21,14,9,0,0,0,138,214
Manyara,Mbulu,Dinamu,DINAMU,Government,S.2554,0,0,0,0,4,0,12,23,36,52,46,62,25,48,19,14,1,2,3,0,146,201
Manyara,Mbulu,Dongobesh,ALEXANDER SAULO,Government,S.3727,0,0,0,0,3,6,41,60,60,66,48,73,20,35,34,29,0,0,0,0,206,269
Manyara,Mbulu,Dongobesh,DONGOBESH,Non-Government,S.233,0,0,1,0,3,3,19,29,30,32,39,37,44,38,30,19,9,3,10,3,185,164
Manyara,Mbulu,Endamilay,PHILIPO MARMO,Government,S.2552,0,0,0,0,1,0,6,11,10,51,25,55,18,44,29,68,25,31,40,10,154,270
Manyara,Mbulu,Geterer,HAYDOM,Government,S.2553,0,0,0,0,0,0,0,1,13,20,35,81,61,84,59,60,36,33,16,6,220,285
Manyara,Mbulu,Gidhimu,GIDHIM,Government,S.1528,0,0,0,0,5,5,9,26,35,63,36,65,43,63,20,38,6,14,3,2,157,276
Manyara,Mbulu,Haydarer,GIDAGWAJEDA,Non-Government,S.5037,0,0,0,0,0,0,3,6,12,14,18,21,14,21,10,16,6,8,21,12,84,98
Manyara,Mbulu,Haydarer,HAYDERER,Government,S.4240,0,0,0,0,0,6,11,31,32,25,14,12,12,24,11,16,16,17,5,11,101,142
Manyara,Mbulu,Haydarer,JAKAYA KIKWETE,Government,S.2062,0,0,0,0,0,0,18,20,12,23,23,68,15,8,20,29,2,1,2,2,92,151
Manyara,Mbulu,Haydom,DR.OLSEN,Government,S.709,0,0,0,1,2,2,31,41,76,86,71,100,79,87,38,54,12,68,5,57,314,496
Manyara,Mbulu,Haydom,MAMAKARI,Government,S.4383,0,0,0,0,25,32,20,24,22,31,14,24,26,46,54,59,10,12,0,1,171,229
Manyara,Mbulu,Labay,LABAY,Government,S.5126,0,0,0,0,1,0,2,8,8,22,22,23,13,25,21,8,11,5,1,0,79,91
Manyara,Mbulu,Maghang,MAGHANG,Government,S.997,0,0,0,0,1,2,8,32,43,40,45,62,44,57,46,47,28,42,22,19,237,301
Manyara,Mbulu,Maretadu,MARETADU JUU,Government,S.4239,5,12,20,30,10,21,22,30,31,36,32,28,15,11,2,0,0,0,0,0,137,168
Manyara,Mbulu,Maretadu,MARETADU,Government,S.998,0,0,0,0,1,3,5,14,10,24,13,27,11,26,5,20,3,2,0,0,48,116
Manyara,Mbulu,Masqaroda,BISHOP NICODEMUS HHANDO,Government,S.4297,0,0,0,0,0,1,23,46,41,61,49,89,25,53,13,23,2,0,0,0,153,273
Manyara,Mbulu,Tumati,ENDOJI,Government,S.3776,0,0,0,0,1,3,8,21,17,62,42,56,16,33,15,25,3,2,2,1,104,203
Manyara,Mbulu,Tumati,TUMATI,Government,S.901,0,0,0,0,1,15,13,49,38,93,26,76,25,43,11,43,0,20,0,16,114,355
Manyara,Mbulu,Yaeda Ampa,YAEDA AMPA,Government,S.2555,0,0,1,0,1,5,48,78,54,63,19,53,42,51,10,33,5,3,0,0,180,286
Manyara,Mbulu,Yaeda Chini,YAEDA CHINI,Government,S.3713,0,0,0,0,8,12,16,26,17,23,13,23,10,21,10,25,15,7,6,1,95,138
Manyara,Mbulu TC,Ayamaami,NOWU,Government,S.2550,0,0,0,0,10,21,34,44,33,63,56,89,75,92,11,16,4,0,0,0,223,325
Manyara,Mbulu TC,Bargish,BARGISH,Government,S.1527,0,0,11,20,56,88,30,42,8,11,28,31,33,83,15,33,0,0,0,0,181,308
Manyara,Mbulu TC,Daudi,DAUDI TEEWI,Government,S.4843,0,0,0,0,4,5,46,59,55,49,37,57,18,30,1,2,0,0,0,0,161,202
Manyara,Mbulu TC,Endagikot,CHIEF SARWATT,Government,S.257,0,0,0,0,22,36,62,84,105,114,127,111,95,98,82,60,52,15,24,4,569,522
Manyara,Mbulu TC,Endagikot,SANU SEMINARI,Non-Government,S.196,0,0,2,0,20,0,48,0,62,0,27,0,19,0,34,0,30,0,31,0,273,0
Manyara,Mbulu TC,Endagikot,SANU TECHNICAL,Non-Government,S.3869,0,0,0,0,4,0,4,5,12,3,13,5,18,3,9,12,3,1,7,3,70,32
Manyara,Mbulu TC,Gehandu,GEHANDU,Government,S.996,0,0,0,5,13,38,40,64,46,59,91,103,76,108,58,56,51,43,0,5,375,481
Manyara,Mbulu TC,Gunyoda,GUNYODA,Government,S.2063,0,0,0,0,10,29,20,38,30,53,34,50,24,57,31,27,19,9,12,7,180,270
Manyara,Mbulu TC,Kainam,KAINAM,Government,S.902,0,0,0,0,0,0,5,17,43,81,91,96,33,79,18,54,13,9,1,0,204,336
Manyara,Mbulu TC,Marang,DAUDI,Government,S.511,0,0,0,0,0,0,2,9,0,1,18,47,82,82,29,55,13,42,0,0,144,236
Manyara,Mbulu TC,Muray,MURRAY,Government,S.706,0,0,0,0,3,12,24,36,74,107,43,56,10,8,4,2,0,0,0,0,158,221
Manyara,Mbulu TC,Nahasey,SOHEDA,Government,S.4238,0,0,0,0,0,0,15,21,26,31,33,38,19,26,12,17,5,8,0,0,110,141
Manyara,Mbulu TC,Nambis,HHAYNU,Government,S.5008,0,0,0,0,8,7,17,28,32,27,12,25,9,22,9,19,1,0,0,0,88,128
Manyara,Mbulu TC,Nambis,NAMBIS,Government,S.5127,0,0,0,0,0,1,3,11,5,22,24,22,26,31,14,17,17,5,3,0,92,109
Manyara,Mbulu TC,Sanu Baray,IMBORU,Non-Government,S.135,0,0,0,0,0,1,4,5,8,3,10,8,12,13,45,24,65,42,68,35,212,131
Manyara,Mbulu TC,Silaloda,SILALODA,Government,S.2551,0,0,0,0,0,0,2,14,8,16,10,20,18,46,21,23,11,9,2,1,72,129
Manyara,Mbulu TC,Tlawi,TLAWI,Government,S.1173,0,0,0,10,9,22,7,62,41,97,77,80,40,63,6,94,0,78,0,0,180,506
Manyara,Mbulu TC,Uhuru,GENDA,Non-Government,S.4329,0,2,38,36,60,56,93,86,53,46,15,9,18,16,26,33,8,4,0,0,311,288
Manyara,Mbulu TC,Uhuru,SINGLAND,Government,S.4967,0,0,10,5,16,24,22,50,37,47,54,63,31,40,11,17,6,1,0,0,187,247
Manyara,Simanjiro,Emboreet,EMBOREET,Government,S.4243,1,0,0,4,11,15,33,33,56,76,54,62,66,14,36,32,28,30,52,26,337,292
Manyara,Simanjiro,Endiamutu,MERERANI BENJAMIN WILLIAM MKAPA,Government,S.1007,0,0,0,0,18,65,130,141,115,126,93,99,102,83,36,14,8,0,5,0,507,528
Manyara,Simanjiro,Komolo,ENG'ENO,Government,S.3858,0,0,0,0,0,3,32,20,25,14,24,20,40,18,19,8,1,0,2,0,143,83
Manyara,Simanjiro,Loiborsiret,LOIBORSIRET,Government,S.4441,0,0,10,1,21,19,73,57,32,14,21,8,8,18,18,9,5,0,1,0,189,126
Manyara,Simanjiro,Loiborsoit,LOIBORSOIT,Government,S.2558,0,0,0,1,3,3,29,31,48,43,54,50,32,31,13,8,2,0,0,0,181,167
Manyara,Simanjiro,Mirerani,AL-FALLAH ISLAMIC,Non-Government,S.4972,0,0,0,0,0,2,4,6,7,7,6,9,9,13,2,4,3,0,0,0,31,41
Manyara,Simanjiro,Mirerani,TANZANITE,Government,S.5117,0,0,0,2,17,25,43,72,65,94,99,83,35,32,12,3,3,0,0,0,274,311
Manyara,Simanjiro,Msitu wa Tembo,MSITU WA TEMBO,Government,S.1580,0,0,0,1,17,42,50,57,70,110,89,119,59,72,50,23,19,5,2,0,356,429
Manyara,Simanjiro,Naberera,EMBRIS BOYS,Non-Government,S.5424,0,0,1,0,6,0,2,0,5,0,3,0,4,0,1,0,0,0,0,0,22,0
Manyara,Simanjiro,Naberera,NABERERA,Government,S.2822,0,0,1,8,14,34,36,66,61,61,52,36,37,30,16,10,15,3,5,0,237,248
Manyara,Simanjiro,Naisinyai,EWONG'ON,Government,S.3755,0,0,0,2,57,41,48,48,48,53,17,14,14,3,0,0,0,0,0,0,184,161
Manyara,Simanjiro,Naisinyai,NAISINYAI,Government,S.1845,0,1,1,1,19,6,30,25,53,74,59,89,65,36,26,15,8,3,6,0,267,250
Manyara,Simanjiro,Ngorika,NYUMBA YA MUNGU,Government,S.3756,0,0,0,0,11,21,35,57,37,30,50,56,61,36,28,14,1,0,1,0,224,214
Manyara,Simanjiro,Oljoro No.5,OLJOLO NAMBA TANO,Government,S.4837,0,0,0,0,3,1,6,12,15,27,27,38,33,53,25,28,18,10,19,9,146,178
Manyara,Simanjiro,Orkesumet,SIMANJIRO,Government,S.768,0,0,7,19,59,69,52,71,96,69,57,55,53,64,45,40,22,29,110,8,501,424
Manyara,Simanjiro,Ruvu Remit,RUVU REMMIT,Government,S.4299,0,0,0,0,0,0,54,52,22,25,27,17,16,15,16,8,4,3,4,0,143,120
Manyara,Simanjiro,Shambarai,MGUTWA,Non-Government,S.4514,0,0,1,0,0,4,8,13,11,13,18,11,8,11,4,5,5,2,6,1,61,60
Manyara,Simanjiro,Shambarai,SHAMBARAI,Government,S.3754,0,0,0,0,16,18,47,45,45,48,38,46,21,34,7,9,0,1,3,0,177,201
Manyara,Simanjiro,Terrat,TERRAT,Government,S.3857,0,0,0,1,2,6,20,17,32,31,36,41,54,51,32,28,14,8,12,0,202,183
Mara,Bunda,Butimba,BULAMBA,Government,S.1035,0,0,0,0,21,25,49,87,94,85,127,108,115,67,45,34,17,14,6,6,474,426
Mara,Bunda,Chitengule,CHITENGULE,Government,S.1510,0,0,1,2,12,19,65,95,115,132,136,81,110,84,51,32,47,25,10,2,547,472
Mara,Bunda,Hunyari,HUNYARI,Government,S.1502,0,0,0,0,24,31,65,73,67,85,111,80,90,80,53,55,9,8,0,0,419,412
Mara,Bunda,Igundu,MWIGUNDU,Government,S.1576,0,0,0,0,0,6,28,33,121,83,95,95,59,67,48,40,27,14,25,2,403,340
Mara,Bunda,Iramba,KWIRAMBA,Government,S.1034,0,0,0,0,15,12,24,38,58,63,71,70,66,49,54,39,19,28,16,14,323,313
Mara,Bunda,Ketare,ESPERANTO,Government,S.4797,0,0,0,0,3,13,17,54,74,75,77,79,52,36,33,15,12,3,8,2,276,277
Mara,Bunda,Kibara,KIBARA,Non-Government,S.842,0,0,0,0,2,6,1,4,3,6,2,2,7,10,16,3,16,7,10,0,57,38
Mara,Bunda,Kibara,MWIBARA,Government,S.4798,0,0,0,0,40,73,127,141,150,162,104,51,57,37,61,42,23,10,5,0,567,516
Mara,Bunda,Kisorya,CHISORYA,Government,S.1508,0,0,0,0,79,94,177,142,124,119,121,118,136,99,58,37,38,17,24,0,757,626
Mara,Bunda,Mihingo,MEKOMARIRO,Government,S.1579,0,0,3,2,4,13,38,61,63,45,41,13,26,13,11,2,0,0,0,0,186,149
Mara,Bunda,Mihingo,MIHINGO,Government,S.2152,0,0,0,0,4,8,36,25,47,34,51,22,31,12,5,0,0,0,0,0,174,101
Mara,Bunda,Mugeta,CHAMRIHO,Government,S.1160,0,0,0,1,3,10,25,46,61,51,62,76,32,41,29,38,27,13,22,2,261,278
Mara,Bunda,Namhula,MURANDA,Government,S.1509,0,0,0,0,23,31,72,80,97,94,83,84,69,45,44,28,15,12,6,2,409,376
Mara,Bunda,Nansimo,NANSIMO,Government,S.636,0,0,0,2,13,31,38,72,93,86,107,78,103,48,62,11,25,30,9,2,450,360
Mara,Bunda,Neruma,NYERUMA,Government,S.1506,0,0,0,0,3,10,14,20,188,162,135,130,113,72,50,43,29,20,0,0,532,457
Mara,Bunda,Nyamang'uta,NYAMANG'UTA,Government,S.4882,3,2,7,12,14,28,32,39,42,30,43,50,40,67,43,30,15,7,1,4,240,269
Mara,Bunda,Nyamuswa,IKIZU,Non-Government,S.59,0,0,0,0,9,4,19,23,42,35,35,33,56,42,41,36,34,10,55,27,291,210
Mara,Bunda,Nyamuswa,MAKONGORO,Government,S.332,0,0,0,0,4,13,60,113,163,198,174,108,58,78,77,45,41,16,15,8,592,579
Mara,Bunda,Salama,SALAMA,Government,S.1578,0,0,0,0,8,12,68,51,92,63,70,85,69,79,37,40,6,3,0,1,350,334
Mara,Bunda TC,Balili,RUBANA,Government,S.1504,58,50,0,0,223,172,155,134,116,63,58,67,31,26,14,9,10,7,6,4,671,532
Mara,Bunda TC,Bunda Stoo,ACT BUNDA GIRLS,Non-Government,S.4808,0,0,0,2,0,13,0,43,0,71,0,58,0,18,0,5,0,0,0,0,0,210
Mara,Bunda TC,Bunda Stoo,BUNDA STOO,Government,S.5473,0,0,0,0,10,15,40,43,20,10,0,0,0,0,0,0,0,0,0,0,70,68
Mara,Bunda TC,Bunda Stoo,MIGUNGANI,Government,S.5474,0,0,0,0,10,16,23,20,19,18,7,10,7,2,0,1,0,0,0,0,66,67
Mara,Bunda TC,Bunda Stoo,MKWEZI GIRLS,Non-Government,S.4186,0,0,0,0,0,7,0,9,0,15,0,23,0,11,0,8,0,4,0,2,0,79
Mara,Bunda TC,Bunda Stoo,NUI,Non-Government,S.4041,0,0,0,0,11,10,13,26,22,10,11,1,5,1,0,0,0,0,0,0,62,48
Mara,Bunda TC,Guta,GUTA,Government,S.1505,0,0,0,0,42,35,81,44,49,60,81,93,66,79,28,14,31,0,0,0,378,325
Mara,Bunda TC,Kabarimu,BUNDA,Government,S.369,0,0,0,0,18,24,173,154,79,77,66,61,83,102,79,61,52,40,10,8,560,527
Mara,Bunda TC,Kabarimu,NYIENDO,Government,S.1575,0,0,0,0,10,12,77,94,172,155,117,128,74,81,50,39,34,25,10,9,544,543
Mara,Bunda TC,Kabasa,KABASA,Government,S.1280,0,0,0,0,4,23,21,77,71,106,94,52,114,50,93,55,54,56,20,29,471,448
Mara,Bunda TC,Kunzugu,KUNZUGU,Government,S.1501,0,0,0,0,48,28,98,77,86,61,58,51,40,42,40,36,29,19,18,11,417,325
Mara,Bunda TC,Manyamanyama,MANYAMANYAMA,Government,S.5470,0,0,1,0,10,14,35,15,41,16,18,6,0,1,0,0,0,0,0,0,105,52
Mara,Bunda TC,Mcharo,PAUL JONES,Government,S.5472,0,0,0,0,1,1,9,15,17,15,10,4,9,7,6,0,0,0,0,0,52,42
Mara,Bunda TC,Mcharo,SIZAKI,Government,S.1503,0,0,5,11,10,23,42,49,31,49,108,89,40,71,58,72,0,13,7,3,301,380
Mara,Bunda TC,Nyasura,DR. NCHIMBI,Government,S.1500,0,0,0,0,0,0,76,112,173,205,158,151,162,137,115,77,67,41,0,0,751,723
Mara,Bunda TC,Nyasura,ELLYS,Non-Government,S.1765,0,0,0,0,1,2,11,22,14,18,18,22,10,15,4,6,0,0,0,0,58,85
Mara,Bunda TC,Nyatwali,NYATWALI,Government,S.5471,0,0,0,0,1,1,5,8,21,17,14,15,11,4,3,0,0,0,0,0,55,45
Mara,Bunda TC,Sazira,MAHENDE,Non-Government,S.4696,0,0,0,0,10,2,18,14,44,27,26,5,9,1,0,0,0,0,0,0,107,49
Mara,Bunda TC,Sazira,SAZIRA,Government,S.1507,0,0,0,0,5,10,32,52,80,58,121,93,142,100,86,60,40,24,23,10,529,407
Mara,Bunda TC,Wariku,WARIKU,Government,S.1577,0,0,2,4,37,46,28,8,32,31,47,65,45,28,39,9,31,5,5,0,266,196
Mara,Butiama,Bisumwa,MKONO,Government,S.1428,0,0,0,0,0,0,10,17,31,33,80,79,66,27,50,39,44,13,19,4,300,212
Mara,Butiama,Buhemba,BUHEMBA,Government,S.2001,0,0,0,0,0,3,28,41,67,82,87,96,56,44,26,3,16,0,1,0,281,269
Mara,Butiama,Bukabwa,MMAZAMI,Government,S.1998,0,0,0,0,11,8,32,28,52,28,64,49,77,80,70,43,16,15,2,2,324,253
Mara,Butiama,Buruma,BURUMA,Government,S.2316,0,0,0,0,3,5,29,21,70,66,70,71,51,30,85,29,5,2,2,0,315,224
Mara,Butiama,Busegwe,BUSEGWE GIRLS',Non-Government,S.4142,0,0,0,3,0,14,0,36,0,31,0,54,0,43,0,17,0,0,0,0,0,198
Mara,Butiama,Busegwe,CHIEF IHUNYO,Government,S.2413,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,40,0,60,0,251,0,361
Mara,Butiama,Buswahili,BARANGA,Government,S.4641,0,0,0,0,4,6,8,17,35,31,38,31,31,35,21,7,6,1,0,0,143,128
Mara,Butiama,Buswahili,BUKO,Government,S.2324,0,0,0,0,0,2,28,25,28,32,41,35,28,4,5,1,1,0,0,0,131,99
Mara,Butiama,Buswahili,WEGERO,Government,S.2321,0,0,1,0,2,1,12,14,14,25,25,20,39,44,27,8,8,2,2,0,130,114
Mara,Butiama,Butiama,BUTIAMA,Government,S.1429,0,0,0,1,21,23,66,108,98,142,101,77,92,92,52,41,9,5,3,0,442,489
Mara,Butiama,Butiama,CHIEF WANZAGI GIRLS',Non-Government,S.4070,0,0,0,5,0,24,0,44,0,66,0,66,0,55,0,16,0,5,0,2,0,283
Mara,Butiama,Butiama,MBEZA BUTETE,Non-Government,S.4355,0,0,0,0,0,0,0,0,7,8,1,2,5,4,7,2,0,0,0,0,20,16
Mara,Butiama,Butuguri,BUTUGURI,Government,S.2320,0,0,0,0,9,14,70,72,73,49,120,124,116,74,81,41,19,3,4,0,492,377
Mara,Butiama,Bwiregi,BUMASWA,Government,S.2323,0,0,0,0,11,20,38,47,64,73,43,55,61,22,50,17,25,11,5,4,297,249
Mara,Butiama,Kukirango,KIABAKARI,Government,S.4313,0,0,0,0,0,0,11,23,70,108,141,48,99,81,69,28,51,38,3,1,444,327
Mara,Butiama,Kukirango,KUKIRANGO,Government,S.718,0,0,0,0,18,23,127,111,152,129,126,97,49,31,18,8,7,0,4,0,501,399
Mara,Butiama,Kyanyari,KYANYARI,Government,S.1994,0,0,0,1,11,6,47,51,101,110,126,97,110,75,99,56,34,16,13,3,541,415
Mara,Butiama,Masaba,MASABA,Government,S.2319,0,0,0,0,15,41,55,86,110,125,111,74,68,41,46,34,5,5,6,0,416,406
Mara,Butiama,Mirwa,MIRWA,Government,S.1997,0,0,0,0,9,13,11,42,55,57,92,64,70,24,18,9,7,6,4,0,266,215
Mara,Butiama,Muriaza,BUMANGI,Government,S.663,0,0,2,3,18,24,75,59,83,78,66,83,81,87,75,55,88,39,110,5,598,433
Mara,Butiama,Nyamimange,KIAGATA,Government,S.291,0,0,0,0,25,15,33,30,63,73,76,90,77,53,59,38,11,10,1,0,345,309
Mara,Butiama,Nyankanga,KEMORAMBA,Government,S.1430,0,0,2,0,8,9,38,46,64,83,65,33,59,48,36,25,18,16,6,8,296,268
Mara,Butiama,Nyankanga,MUSOMA UTALII,Non-Government,S.2541,0,0,2,1,4,7,3,4,15,14,5,5,10,13,10,10,3,0,23,6,75,60
Mara,Butiama,Nyankanga,PELAZIA,Non-Government,S.4446,0,0,0,0,2,6,11,12,20,18,32,25,17,14,0,0,0,0,0,0,82,75
Mara,Butiama,Sirorisimba,ADAM K. MALIMA,Government,S.5480,0,0,0,0,1,0,11,9,20,27,25,9,8,0,0,0,0,0,0,0,65,45
Mara,Musoma,Bugoji,DAN-MAPIGANO MEMORIAL,Government,S.5350,0,0,0,0,4,5,26,28,48,40,47,18,24,11,5,1,0,0,0,0,154,103
Mara,Musoma,Bugwema,BUGWEMA,Government,S.1993,0,0,0,0,41,27,74,79,65,55,31,49,35,21,17,15,5,4,6,5,274,255
Mara,Musoma,Bukima,BUKIMA,Government,S.1432,0,0,14,22,26,39,96,72,100,40,47,62,56,51,15,17,19,10,5,3,378,316
Mara,Musoma,Bukumi,MTIRO,Government,S.2002,0,0,10,12,85,86,72,82,70,88,30,39,43,17,0,0,0,0,0,0,310,324
Mara,Musoma,Bulinga,BULINGA,Government,S.5213,0,0,0,0,8,4,48,43,43,53,34,49,34,44,18,20,14,8,2,0,201,221
Mara,Musoma,Busambara,BUSAMBARA,Government,S.5351,0,0,0,0,3,5,16,29,37,45,70,36,40,21,9,0,0,0,0,0,175,136
Mara,Musoma,Bwasi,BWASI,Non-Government,S.346,0,0,0,0,0,0,10,7,23,24,47,32,28,16,18,17,7,3,3,3,136,102
Mara,Musoma,Bwasi,NYANJA,Government,S.2318,0,0,0,0,0,0,12,14,50,37,53,38,49,55,41,42,49,36,0,0,254,222
Mara,Musoma,Etaro,ETARO,Government,S.1999,0,0,0,0,20,26,98,67,102,50,50,39,68,43,30,24,18,3,1,0,387,252
Mara,Musoma,Kiriba,KIRIBA,Government,S.2317,0,0,3,6,30,19,85,61,113,110,79,54,60,30,47,21,4,9,0,0,421,310
Mara,Musoma,Makojo,MAKOJO,Government,S.2000,0,0,0,0,0,2,35,26,44,51,35,41,57,41,39,22,13,4,2,0,225,187
Mara,Musoma,Mugango,MUGANGO,Government,S.464,0,0,0,0,7,5,70,90,97,117,109,92,95,41,37,14,9,2,2,0,426,361
Mara,Musoma,Murangi,MURANGI,Government,S.2322,0,0,0,0,1,3,15,18,64,68,107,72,54,45,16,18,5,0,1,0,263,224
Mara,Musoma,Musanja,MABUI,Government,S.3532,0,0,1,0,0,1,4,11,24,35,62,42,58,41,33,20,15,1,2,0,199,151
Mara,Musoma,Nyakatende,KIGERA,Government,S.5476,0,0,0,0,0,1,8,11,26,18,19,22,1,1,0,0,0,0,0,0,54,53
Mara,Musoma,Nyakatende,NYAKATENDE,Government,S.1992,0,0,0,0,15,21,82,60,101,50,81,34,56,33,13,23,5,4,0,0,353,225
Mara,Musoma,Nyambono,NYAMBONO,Government,S.1431,0,0,0,2,9,14,29,34,86,69,108,80,114,110,83,39,34,5,12,0,475,353
Mara,Musoma,Nyamrandirira,KASOMA,Government,S.547,0,0,0,0,15,21,43,46,51,75,64,85,89,88,126,71,81,39,40,19,509,444
Mara,Musoma,Nyamrandirira,SEKA,Government,S.5478,0,0,0,0,5,12,20,16,30,29,5,5,0,0,0,0,0,0,0,0,60,62
Mara,Musoma,Nyegina,MKIRIRA,Government,S.2325,3,2,7,3,34,36,3,6,14,25,28,20,23,13,11,11,8,6,0,0,131,122
Mara,Musoma,Nyegina,NYEGINA,Non-Government,S.406,0,0,0,0,2,3,9,16,10,16,14,32,18,21,16,12,7,2,2,0,78,102
Mara,Musoma,Rusoli,RUSOLI,Government,S.4314,0,0,0,0,0,0,13,31,49,72,85,39,64,33,21,24,12,0,1,0,245,199
Mara,Musoma,Suguti,SUGUTI,Government,S.1995,0,0,0,0,2,9,72,108,144,87,104,65,23,28,21,10,7,4,7,2,380,313
Mara,Musoma,Tegeruka,TEGERUKA,Government,S.1996,0,0,0,0,3,17,27,42,37,33,55,35,61,43,28,18,10,6,10,2,231,196
Mara,Musoma MC,Buhare,BUHARE,Government,S.1598,0,0,0,1,6,10,39,49,71,93,125,161,123,89,90,50,39,11,5,0,498,464
Mara,Musoma MC,Bweri,AMANI,Non-Government,S.5074,0,0,1,2,17,13,7,7,7,6,21,23,13,15,8,5,1,0,0,0,75,71
Mara,Musoma MC,Bweri,MARSHI,Non-Government,S.3544,0,0,0,0,0,0,2,0,2,4,16,11,18,10,0,0,0,0,0,0,38,25
Mara,Musoma MC,Bweri,NYABISARE,Government,S.3513,0,0,0,0,0,0,47,51,84,71,70,74,97,76,48,41,24,8,11,0,381,321
Mara,Musoma MC,Bweri,PAMBAZUKO,Non-Government,S.4672,0,0,0,0,0,0,0,2,1,4,1,1,6,10,3,7,3,1,2,2,16,27
Mara,Musoma MC,Bweri,SONGE,Government,S.614,0,0,0,1,0,15,0,30,0,42,0,77,0,50,0,103,0,108,0,103,0,529
Mara,Musoma MC,Iringo,IRINGO,Government,S.3636,0,0,3,5,15,24,64,72,76,72,59,42,73,56,15,21,8,4,0,0,313,296
Mara,Musoma MC,Kamunyonge,KAMUNYONGE,Government,S.3638,0,0,0,0,6,19,34,44,75,80,127,102,77,96,59,51,30,9,5,1,413,402
Mara,Musoma MC,Kitaji,MOREMBE,Government,S.600,0,0,1,5,15,51,58,71,95,83,86,65,83,86,47,15,20,3,6,0,411,379
Mara,Musoma MC,Kitaji,MWEMBENI,Non-Government,S.454,0,0,5,14,97,87,39,5,33,39,82,81,85,48,34,16,11,1,0,0,386,291
Mara,Musoma MC,Kwangwa,KIARA,Government,S.1159,0,0,2,4,14,18,102,108,131,156,169,78,58,30,19,30,8,40,3,1,506,465
Mara,Musoma MC,Kwangwa,VICTORIA,Non-Government,S.1361,0,0,0,0,0,0,0,1,0,2,0,0,2,4,2,2,3,0,5,2,12,11
Mara,Musoma MC,Makoko,NYAMIONGO,Government,S.3512,0,0,0,0,15,16,42,56,95,96,84,97,72,62,44,36,18,15,13,11,383,389
Mara,Musoma MC,Makoko,PIUS MAKOKO SEMINARI,Non-Government,S.78,0,0,29,0,32,0,20,0,57,0,56,0,65,0,12,0,0,0,0,0,271,0
Mara,Musoma MC,Mkendo,MUKENDO,Government,S.3637,0,0,0,1,8,14,17,24,41,41,45,53,63,42,29,20,15,4,7,0,225,199
Mara,Musoma MC,Mshikamano,MSHIKAMANO,Government,S.1885,0,0,0,0,34,22,56,44,82,85,125,136,57,72,7,6,2,0,0,0,363,365
Mara,Musoma MC,Mwigobero,MAKOKO,Government,S.1410,0,0,0,0,17,40,74,94,105,73,72,63,46,29,10,0,0,0,0,0,324,299
Mara,Musoma MC,Mwisenge,MWISENGE,Government,S.1886,0,0,0,0,16,34,64,84,106,119,128,127,116,129,70,35,11,10,4,1,515,539
Mara,Musoma MC,Nyakato,BARUTI,Government,S.3514,0,0,0,0,7,12,32,49,80,96,122,128,69,46,59,38,32,35,20,11,421,415
Mara,Musoma MC,Nyamatare,MARA,Government,S.49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,98,0,127,0,375,0,610,0
Mara,Musoma MC,Nyamatare,NYAMITWEBIRI,Government,S.1884,0,0,0,0,48,52,67,70,65,61,53,63,39,36,19,18,6,4,2,0,299,304
Mara,Musoma MC,Nyasho,NYASHO,Government,S.3635,0,0,0,0,10,21,70,75,90,116,71,79,90,59,60,56,25,15,44,12,460,433
Mara,Musoma MC,Rwamlimi,BWERI,Government,S.1411,0,0,0,0,12,40,81,125,123,137,138,111,117,79,57,35,30,5,1,0,559,532
Mara,Musoma MC,Rwamlimi,MUSOMA UFUNDI,Government,S.61,0,0,5,0,28,0,47,0,91,0,81,0,91,0,98,0,196,0,301,0,938,0
Mara,Musoma MC,Rwamlimi,ST. ALBERTO WASICHANA,Non-Government,S.5075,0,1,0,3,0,19,0,36,0,17,0,8,0,0,0,0,0,0,0,0,0,84
Mara,Rorya,Baraki,WANINGO,Government,S.3394,0,0,0,0,5,4,61,38,81,52,50,40,46,22,35,18,11,0,0,0,289,174
Mara,Rorya,Bukura,ADAM KIGHOMA MALIMA,Government,S.5339,0,0,0,0,0,0,4,5,42,30,19,11,12,6,6,2,2,1,3,0,88,55
Mara,Rorya,Bukura,BUKURA,Government,S.3397,0,0,0,0,2,3,8,20,52,51,100,65,61,35,54,45,31,20,26,8,334,247
Mara,Rorya,Bukwe,BUKWE,Government,S.1055,0,0,0,0,17,23,36,39,56,66,82,53,64,50,78,27,23,7,12,9,368,274
Mara,Rorya,Goribe,GORIBE,Government,S.3398,0,0,0,0,5,7,50,25,32,18,36,38,53,39,32,26,28,7,7,0,243,160
