Region,Council,Ward,School,Reg.No.,NECTA Exam Centre No.,School Ownership,Latitude,Longitude,Form 1-M,Form 1-F,Form 2-M,Form 2-F,Form 3-M,Form 3-F,Form 4-M,Form 4-F,Form 5-M,Form 5-F,Form 6-M,Form 6-F,M-Total,F-Total,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Regist. Cand. 2021,Clean Cand. 2021,Passed Cand. (I to IV) 2021,Average GPA 2021,Band of School 2021,Band of School 2020,Rank of School 2021,Rank of School 2020,Number of Candidates
Manyara,Babati,Ayasanda,GOROWA,S.2556,S2823,Government,-4.343707,35.7451197,65,63,35,52,40,75,34,36,0,0,0,0,174,226,15,6,15,6,19,19,46,45,45,2.7835,4,5,419,804,40 and More
Manyara,Babati,Bashnet,GUSE,S.3716,S3757,Government,-4.2578975,35.3886654,20,48,10,29,12,21,14,14,0,0,0,0,56,112,10,2,10,2,14,14,28,28,27,3.2797,5,6,306,489,Less than 40
Manyara,Babati,Bashnet,MASABEDA,S.3717,S3758,Government,-4.2392167,37.4284033,50,87,37,67,40,55,30,52,0,0,0,0,157,261,17,3,17,3,21,21,84,83,83,3.2461,5,5,673,508,40 and More
Manyara,Babati,Boay,BOAY,S.5416,S6071,Government,-4.39375555,35.7629167,31,62,21,28,0,0,0,0,0,0,0,0,52,90,5,2,5,2,20,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati,Dabil,DABIL,S.1076,S1358,Government,-4.266678,35.467044,47,59,33,63,20,51,27,36,0,0,0,0,127,209,11,6,11,6,20,20,97,81,80,3.285,5,6,707,1618,40 and More
Manyara,Babati,Dabil,MAGANJWA,S.5121,S5750,Government,-4.277533,35.465775,35,49,24,35,14,30,16,27,0,0,0,0,89,141,12,4,12,4,14,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati,Dareda,DAREDA,S.423,S0643,Government,-4.2444383,35.4953433,109,196,70,175,80,138,79,126,67,93,59,57,464,785,36,20,35,19,22,23,147,147,146,2.3062,3,4,223,357,40 and More
Manyara,Babati,Duru,DURU,S.1846,S3938,Government,-4.3587201,35.6513648,38,35,30,22,18,50,33,34,0,0,0,0,119,141,12,3,11,2,17,20,52,52,48,3.5887,6,6,1151,1795,40 and More
Manyara,Babati,Duru,HAITEMBA,S.4097,S4271,Government,-4.2310578,35.5437256,40,46,29,41,29,30,23,21,0,0,0,0,121,138,13,3,13,3,16,16,41,39,39,3.3085,5,5,728,339,40 and More
Manyara,Babati,Endakiso,ENDAKISO,S.3715,S3753,Government,-4.2072283,35.8847507,120,101,69,90,59,72,65,67,0,0,0,0,313,330,18,4,18,4,29,29,114,112,102,3.7101,6,6,1524,1392,40 and More
Manyara,Babati,Gallapo,AYATSEA,S.2183,S1984,Government,-4.2558733,35.8905283,94,76,61,82,52,64,44,60,0,0,0,0,251,282,19,4,19,4,23,23,76,76,72,3.7018,6,6,1493,2454,40 and More
Manyara,Babati,Gallapo,GALLAPO,S.704,S1014,Government,-4.2849627,35.8525338,123,132,116,161,102,137,83,148,0,0,0,0,424,578,21,21,21,21,24,24,238,233,167,4.103,7,6,3241,2200,40 and More
Manyara,Babati,Gidas,GIDAS,S.705,S0928,Government,-4.4225117,35.6973067,56,60,47,50,58,79,57,83,0,0,0,0,218,272,14,4,14,4,27,27,121,119,114,3.5686,6,6,1101,871,40 and More
Manyara,Babati,Kiru,KIRU,S.2181,S1983,Government,-4.2079132,35.7214746,77,90,74,58,33,59,54,56,0,0,0,0,238,263,17,4,17,4,24,24,76,65,63,3.7844,6,6,1806,1797,40 and More
Manyara,Babati,Kisangaji,KISANGAJI,S.5415,S6070,Government,-4.0004132,35.7726214,48,53,31,36,0,0,0,0,0,0,0,0,79,89,6,2,6,2,21,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati,Madunga,MADUNGA,S.234,S0452,Non-Government,-4.1435432,35.4520451,0,45,0,49,0,31,0,37,0,0,0,0,0,162,7,3,7,3,16,16,21,21,21,2.5362,4,4,99,82,Less than 40
Manyara,Babati,Madunga,UMAGI,S.2821,S3403,Government,-4.171361,35.435651,28,63,18,52,26,37,23,33,0,0,0,0,95,185,17,5,17,5,13,13,48,47,47,3.0008,5,5,521,238,40 and More
Manyara,Babati,Madunga,UTWARI,S.4234,S4727,Government,-4.135478,35.434908,34,38,27,28,21,16,14,21,0,0,0,0,96,103,12,3,12,3,13,13,35,34,34,3.5942,6,6,438,1416,Less than 40
Manyara,Babati,Magara,MAGARA,S.2820,S3402,Government,-3.7933673,35.6935987,90,119,47,71,61,102,64,100,0,0,0,0,262,392,19,4,19,4,28,28,133,132,131,3.3856,5,5,804,653,40 and More
Manyara,Babati,Magara,THE TARA GETTY,S.5449,S6118,Government,-3.7284937,35.7224928,41,47,32,38,0,0,0,0,0,0,0,0,73,85,9,3,9,3,13,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati,Magugu,GICHAMEDA,S.3719,S3760,Government,-3.9984064,35.7749724,41,37,24,32,24,24,12,22,0,0,0,0,101,115,14,5,13,5,11,12,49,48,48,3.3713,5,5,789,506,40 and More
Manyara,Babati,Magugu,JOSHUA,S.3759,S4286,Non-Government,-3.9983575,35.77288,3,7,10,13,11,6,12,17,0,0,0,0,36,43,9,1,9,1,8,8,16,16,16,2.6715,4,5,126,256,Less than 40
Manyara,Babati,Magugu,MAGUGU,S.1524,S3587,Government,-3.9942839,35.7701495,196,168,129,165,117,140,76,131,0,0,0,0,518,604,26,16,26,16,27,27,222,219,217,3.5523,6,6,1055,1409,40 and More
Manyara,Babati,Magugu,MATUFA,S.5120,S5749,Government,-4.0417866,35.762505,65,66,69,75,56,64,50,49,0,0,0,0,240,254,12,7,12,7,26,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati,Mamire,MAMIRE,S.965,S1177,Government,-4.150303,35.857622,98,89,41,81,52,66,52,74,0,0,0,0,243,310,25,7,25,7,17,17,126,105,104,3.1688,5,6,609,1225,40 and More
Manyara,Babati,Mwada,MBUGWE,S.462,S0675,Government,-3.9004195,35.8216534,91,95,77,68,92,95,72,89,82,0,73,0,487,347,25,12,25,12,23,23,154,150,143,3.659,6,6,1354,1714,40 and More
Manyara,Babati,Nar,BASHNET,S.703,S0933,Government,-4.0712321,35.0612451,86,119,48,65,41,48,37,63,0,0,0,0,212,295,16,5,16,5,24,24,76,73,73,3.0836,5,5,561,649,40 and More
Manyara,Babati,Nar,ENDAMANANG,S.4233,S4710,Government,-4.1262677,35.403369,28,27,21,23,19,17,18,33,0,0,0,0,86,100,14,0,14,0,13,13,51,49,49,3.3557,5,5,771,638,40 and More
Manyara,Babati,Nar,NAR,S.4232,S4684,Government,-4.193178,35.480577,21,31,15,14,12,14,13,21,0,0,0,0,61,80,10,2,10,2,12,12,37,34,29,3.7004,6,6,495,575,Less than 40
Manyara,Babati,Nkaiti,BURUNGE,S.5603,S6294,Government,-4.7781317,35.8620625,38,29,0,0,0,0,0,0,0,0,0,0,38,29,9,0,9,0,7,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati,Nkaiti,NKAITI,S.2819,S3401,Government,-3.7045213,35.929739,95,91,111,142,66,109,88,97,0,0,0,0,360,439,18,10,18,10,29,29,106,98,97,3.6128,6,6,1217,1979,40 and More
Manyara,Babati,Qameyu,QAMEYU,S.1179,S1550,Government,-4.191837,35.4695728,48,82,27,61,33,57,21,63,0,0,0,0,129,263,22,4,22,4,15,15,79,79,79,3.3807,5,5,797,673,40 and More
Manyara,Babati,Qash,QASH,S.2486,S2919,Government,-4.289122,35.855717,175,174,67,84,46,60,36,49,0,0,0,0,324,367,19,7,19,7,27,27,74,65,65,3.1835,5,7,621,3103,40 and More
Manyara,Babati,Riroda,CHIEF DODO,S.801,S1013,Government,-4.3001182,35.650217,93,111,72,104,64,86,63,68,0,0,0,0,292,369,18,11,18,11,23,23,154,148,136,3.6698,6,6,1390,1329,40 and More
Manyara,Babati,Riroda,RIRODA ISLAMIC CENTER,S.5249,S5873,Non-Government,-4.30997,35.66124,19,16,14,27,0,0,0,0,0,0,0,0,33,43,3,3,3,3,13,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati,Secheda,UFANA,S.766,S0969,Government,-4.2681862,35.3016929,74,78,40,56,32,49,36,44,0,0,0,0,182,227,15,4,15,4,22,22,58,57,53,3.7079,6,6,1516,1273,40 and More
Manyara,Babati,Ufana,NDEKI,S.2557,S2824,Government,-4.241549,35.364637,22,48,20,26,10,21,19,19,0,0,0,0,71,114,12,3,12,3,12,12,38,33,30,3.877,6,6,600,462,Less than 40
Manyara,Babati TC,Babati,HANGONI,S.5122,S5746,Government,-4.2096277,35.7452946,58,74,42,31,24,59,22,47,0,0,0,0,146,211,18,9,18,9,13,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati TC,Babati,KWARAA,S.2817,S3399,Government,-4.2104535,35.7222949,104,70,84,103,68,76,53,76,0,0,0,0,309,325,15,39,15,39,12,12,175,161,157,3.6403,6,6,1295,1597,40 and More
Manyara,Babati TC,Bagara,ALDERSGATE,S.941,S1093,Non-Government,-4.2152136,35.7343751,36,69,53,58,70,74,47,65,71,36,47,23,324,325,28,5,28,5,20,20,111,110,110,2.8082,4,4,433,420,40 and More
Manyara,Babati TC,Bagara,BABATI DAY,S.767,S1009,Government,-4.2031817,35.7387483,88,91,105,115,74,103,77,100,0,75,0,80,344,564,27,27,27,27,17,17,162,160,157,3.4453,5,6,885,1344,40 and More
Manyara,Babati TC,Bagara,BAGARA,S.3654,S3706,Government,-4.2,35.7,70,102,60,81,58,50,44,55,0,0,0,0,232,288,24,15,24,15,13,13,152,145,145,2.9485,4,5,499,598,40 and More
Manyara,Babati TC,Bagara,KOMOTO,S.4301,S5036,Government,-4.2028683,35.7207883,162,171,142,134,81,158,82,115,0,0,0,0,467,578,27,29,27,29,19,19,142,139,139,3.005,5,5,524,493,40 and More
Manyara,Babati TC,Bagara,LAKE BABATI,S.2388,S2331,Non-Government,-4.2,35.7,13,7,14,10,7,7,8,8,0,0,0,0,42,32,4,4,4,4,9,9,25,22,22,3.5008,6,6,388,697,Less than 40
Manyara,Babati TC,Bagara,NAKWA,S.5021,S5623,Government,-4.2560433,35.6949383,76,76,51,69,48,78,50,50,0,0,0,0,225,273,17,6,17,6,22,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati TC,Bonga,BONGA,S.1525,S2319,Government,-4.3463183,35.7396267,103,97,83,95,69,115,53,69,0,0,0,0,308,376,22,8,22,8,23,23,113,109,99,3.6846,6,6,1434,1341,40 and More
Manyara,Babati TC,Bonga,HAYATUL ISLAMIYA,S.4563,S4875,Non-Government,-4.3441255,35.7430777,44,55,44,54,51,76,52,55,33,24,21,15,245,279,22,6,20,6,19,20,122,116,116,3.4654,5,5,910,737,40 and More
Manyara,Babati TC,Maisaka,KWAANG'W,S.2818,S3400,Government,-4.2095111,35.7542099,45,71,37,66,35,53,22,33,0,0,0,0,139,223,19,3,19,3,16,16,63,62,60,3.713,6,6,1534,1266,40 and More
Manyara,Babati TC,Maisaka,MANGOCHI JUNIOR,S.5620,S6084,Non-Government,-4.1129117,35.7297783,5,6,0,0,0,0,0,0,0,0,0,0,5,6,4,1,4,1,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Manyara,Babati TC,Mutuka,MUTUKA,S.3718,S3759,Government,-4.1582001,35.8406962,46,53,42,46,18,26,28,48,0,0,0,0,134,173,14,5,14,5,16,16,35,34,34,3.0708,5,6,237,1580,Less than 40
Manyara,Babati TC,Nangara,NANGARA,S.3655,S3701,Government,-4.2645617,35.7744766,66,76,46,64,35,54,40,55,0,0,0,0,187,249,20,17,20,17,12,12,67,64,63,3.5104,6,6,977,2119,40 and More
Manyara,Babati TC,Nangara,SINGE,S.136,S0361,Non-Government,-4.2174135,35.7278909,29,37,48,20,33,34,43,27,31,16,42,15,226,149,19,8,19,8,14,14,74,71,70,3.1114,5,4,573,452,40 and More
Manyara,Babati TC,Sigino,SIGINO,S.2816,S3398,Government,-4.0754,35.76444,58,56,20,54,25,46,24,39,0,0,0,0,127,195,16,5,16,5,15,15,59,51,49,3.6312,6,6,1265,1074,40 and More
Manyara,Babati TC,Singe,ELON,S.4193,S4208,Non-Government,-4.2619516,30.744271,23,21,36,17,31,19,31,21,0,0,0,0,121,78,9,1,9,1,20,20,59,51,51,2.7365,4,4,399,349,40 and More
Manyara,Babati TC,Singe,FREDRICK TLUWAY SUMAYE,S.1844,S4000,Government,-4.2757733,35.7442833,62,93,50,72,41,72,31,67,0,0,0,0,184,304,20,17,20,17,13,13,133,130,125,3.556,6,5,1066,808,40 and More
Pwani,Bagamoyo,Dunda,BAGAMOYO,S.127,S0351,Government,-6.4562963,38.9277792,0,0,0,0,0,0,0,0,338,69,255,60,593,129,26,23,26,23,15,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Dunda,DUNDA,S.2207,S1969,Government,-6.4749881,38.9145099,177,198,172,152,92,102,104,116,0,0,0,0,545,568,22,39,22,39,18,18,175,172,154,3.8223,6,6,1973,844,40 and More
Pwani,Bagamoyo,Dunda,EFFORTS,S.5197,S5782,Non-Government,-6.4426,38.90379,4,1,9,13,9,18,11,10,1,0,12,8,46,50,11,2,11,2,7,7,15,14,14,2.8074,4,4,162,132,Less than 40
Pwani,Bagamoyo,Fukayosi,FUKAYOSI,S.4918,S5479,Government,-6.38068432,38.64915985,127,147,101,116,71,72,86,81,0,0,0,0,385,416,17,6,17,6,35,35,110,104,70,4.1772,7,6,3493,2527,40 and More
Pwani,Bagamoyo,Kerege,KEREGE,S.4663,S5167,Government,-6.578651,39.047574,137,175,139,163,116,133,184,186,0,0,0,0,576,657,23,54,23,54,16,16,251,245,218,3.9884,6,6,2748,2334,40 and More
Pwani,Bagamoyo,Kerege,MARIAN BOYS,S.4200,S4213,Non-Government,-6.587491,39.047853,216,0,155,0,199,0,182,0,109,0,96,0,957,0,48,5,48,5,18,18,203,203,203,1.3581,1,1,16,9,40 and More
Pwani,Bagamoyo,Kiromo,AHMES,S.3877,S3881,Non-Government,-6.49900969,38.9154608,85,75,54,30,84,62,44,30,70,65,109,80,446,342,40,4,40,4,18,18,74,73,73,1.3538,1,1,14,7,40 and More
Pwani,Bagamoyo,Kiromo,GENIUS KINGS',S.5102,S5724,Non-Government,-6.542493,38.905577,82,52,46,21,33,14,25,23,0,0,0,0,186,110,8,4,8,4,25,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Kiromo,KIROMO,S.3133,S3175,Government,-6.44276,38.90368,77,176,91,144,84,142,62,113,0,0,0,0,314,575,14,26,14,26,22,22,181,179,162,3.8316,6,6,2021,1924,40 and More
Pwani,Bagamoyo,Kiromo,PREMIER BOYS,S.5684,S6383,Non-Government,-6.5223433,38.9206167,20,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,7,0,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Kiromo,PREMIER GIRLS,S.4462,S4624,Non-Government,-6.61667,38.73333,0,183,0,121,0,110,0,87,0,43,0,53,0,597,32,4,32,4,17,17,87,87,87,2.2545,3,3,204,190,40 and More
Pwani,Bagamoyo,Kisutu,EAGLES,S.2397,S2354,Non-Government,-6.42926,38.884392,27,0,29,0,21,0,30,0,21,0,40,0,168,0,16,5,16,5,8,8,30,30,30,3.0545,5,4,233,290,Less than 40
Pwani,Bagamoyo,Kisutu,KINGANI,S.3137,S3179,Government,-6.4189799,38.8672033,124,148,184,244,144,175,107,170,0,0,0,0,559,737,25,23,25,23,27,27,203,201,174,3.8731,6,6,2204,915,40 and More
Pwani,Bagamoyo,Kisutu,MARIAN GIRLS,S.827,S0248,Non-Government,-6.432301,38.896756,0,178,0,160,0,168,0,187,0,91,0,113,0,897,45,14,45,14,15,15,161,159,159,1.6082,2,1,43,18,40 and More
Pwani,Bagamoyo,Magomeni,HASSANAL DAMJI,S.3995,S4116,Government,-6.4671639,38.879042,92,114,190,161,97,99,110,108,0,0,0,0,489,482,20,38,18,38,17,17,213,211,171,4.179,7,7,3501,3629,40 and More
Pwani,Bagamoyo,Mapinga,BAOBAB,S.1597,S1599,Non-Government,-6.607924,39.06785,125,146,131,165,119,149,116,170,151,253,125,219,767,1102,80,19,80,19,19,19,247,245,245,2.5032,4,3,314,154,40 and More
Pwani,Bagamoyo,Mapinga,EFATHA SEMINARY,S.1378,S1450,Non-Government,-6.606119,39.106065,28,45,22,40,33,34,16,24,19,18,21,30,139,191,18,3,18,3,16,16,37,37,37,2.2526,3,3,48,74,Less than 40
Pwani,Bagamoyo,Mapinga,LUTHER GIRLS,S.4330,S4446,Non-Government,-6.573183,39.338,0,27,0,28,0,34,0,31,0,0,0,0,0,120,7,2,7,2,13,13,33,31,31,2.281,3,4,54,458,Less than 40
Pwani,Bagamoyo,Mapinga,MAPINGA,S.5299,S5944,Government,-6.60801,39.046023,86,132,153,166,144,130,0,0,0,0,0,0,383,428,11,37,11,37,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Mapinga,SHUSHILA LADWA,S.5771,S6477,Government,-6.56964068,39.07473474,102,116,0,0,0,0,0,0,0,0,0,0,102,116,7,17,7,17,9,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Mapinga,ST. THERESE MAPINGA,S.5498,S6168,Non-Government,-6.6538,39.0654,0,41,0,0,0,0,0,0,0,0,0,0,0,41,5,3,4,3,5,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Nianjema,MARGERY WOLF KUHN,S.976,S1172,Non-Government,-6.44276,38.90368,17,25,19,20,7,30,14,27,0,0,0,0,57,102,11,7,11,7,9,9,33,33,33,2.4913,3,4,89,173,Less than 40
Pwani,Bagamoyo,Nianjema,NIANJEMA,S.5770,S6476,Government,-6.4428012,38.9037417,169,184,0,0,0,0,0,0,0,0,0,0,169,184,13,7,13,7,18,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Yombo,AL- MAKTOUM,S.5223,S5818,Non-Government,-6.58616,38.84744,68,62,27,41,56,57,20,24,0,0,0,0,171,184,10,1,10,1,32,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Yombo,BEROYA MISSION,S.5303,S6019,Non-Government,-6.5382459,38.8904439,47,35,40,57,21,17,0,0,0,0,0,0,108,109,9,4,9,4,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Yombo,MATIMBWA,S.1783,S2671,Government,-6.3227114,38.528598,167,160,144,143,87,126,87,81,0,0,0,0,485,510,18,17,18,17,28,28,179,176,143,3.9473,6,7,2543,2757,40 and More
Pwani,Bagamoyo,Yombo,ZAMZA ISLAMIC,S.4955,S5502,Non-Government,-6.539548,38.853135,0,75,0,71,0,73,0,42,0,0,0,0,0,261,17,5,17,5,12,12,16,16,16,2.2219,3,3,41,24,Less than 40
Pwani,Bagamoyo,Zinga,GRACE,S.2621,S2516,Non-Government,-6.55058,39.00404,16,15,17,9,12,22,8,13,1,1,0,1,54,61,8,4,8,4,10,10,41,41,40,2.8803,4,4,460,383,40 and More
Pwani,Bagamoyo,Zinga,MAZZOLDI,S.5562,S6227,Non-Government,-6.548352,38.99233,6,6,4,7,8,5,0,0,0,0,0,0,18,18,8,2,8,2,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pwani,Bagamoyo,Zinga,ZINGA,S.3134,S3176,Government,-6.517,38.983,156,186,135,184,123,113,84,119,0,0,0,0,498,602,18,34,16,34,21,22,166,163,122,4.1435,7,7,3401,3564,40 and More
Dodoma,Bahi,Babayu,BABAYU,S.2449,S2449,Government,-5.6374345,35.7128906,46,39,30,43,22,33,20,21,0,0,0,0,118,136,12,3,12,3,17,17,37,36,32,3.8257,6,6,569,554,Less than 40
Dodoma,Bahi,Bahi,BAHI,S.1561,S1717,Government,-5.9357442,35.2801462,140,173,105,118,68,89,49,75,0,0,0,0,362,455,21,17,21,17,22,22,127,126,120,3.7264,6,6,1581,1537,40 and More
Dodoma,Bahi,Chali,CHIKOPELO,S.1028,S1408,Government,-6.35025,35.3278,44,49,32,35,54,59,43,46,0,0,0,0,173,189,10,3,10,3,28,28,64,63,57,3.8857,6,6,2264,623,40 and More
Dodoma,Bahi,Chibelela,CHIBELELA,S.3372,S2738,Government,-6.3793168,35.7464774,90,97,62,63,37,61,26,47,0,0,0,0,215,268,14,2,14,2,30,30,58,58,58,3.4836,5,6,938,1048,40 and More
Dodoma,Bahi,Chifutuka,MAGAGA,S.3679,S4783,Government,-6.50122,35.37427,54,54,17,23,15,26,20,31,0,0,0,0,106,134,9,4,9,4,18,18,34,34,34,3.6007,6,6,443,1524,Less than 40
Dodoma,Bahi,Chikola,CHIKOLA,S.3676,S4130,Government,-6.1025,35.47657,69,87,28,44,24,42,17,36,0,0,0,0,138,209,12,2,12,2,25,25,44,44,42,3.7914,6,6,1831,2250,40 and More
Dodoma,Bahi,Chipanga,CHIPANGA,S.2443,S2443,Government,-6.2339654,35.3564161,50,54,23,47,16,38,27,27,0,0,0,0,116,166,7,3,7,3,28,28,35,34,33,3.7917,6,7,549,813,Less than 40
Dodoma,Bahi,Ibihwa,IBIHWA,S.2442,S2442,Government,-6.0273733,35.43190166,81,81,31,67,23,32,16,24,0,0,0,0,151,204,10,8,10,8,20,20,42,35,35,3.5165,6,6,985,2141,40 and More
Dodoma,Bahi,Ibugule,IBUGULE,S.3738,S4859,Government,-6.36453,35.550265,35,47,31,34,24,37,20,26,0,0,0,0,110,144,12,3,12,3,17,17,28,26,25,3.7043,6,7,498,742,Less than 40
Dodoma,Bahi,Ilindi,ILINDI,S.3741,S4779,Government,-5.9369368,35.5432304,30,43,25,24,25,32,11,17,0,0,0,0,91,116,7,4,7,4,19,19,41,41,39,3.5782,6,5,1124,369,40 and More
Dodoma,Bahi,Kigwe,KIGWE,S.496,S0697,Government,-6.0943717,35.4956117,105,144,72,94,49,83,38,66,59,0,78,0,401,387,14,11,13,11,32,33,95,93,88,3.7869,6,6,1815,2218,40 and More
Dodoma,Bahi,Lamaiti,LAMAITI,S.2464,S2452,Government,-5.7923083,35.4927407,41,46,40,34,19,23,31,22,0,0,0,0,131,125,8,1,8,1,28,28,53,53,51,3.7154,6,6,1539,556,40 and More
Dodoma,Bahi,Makanda,CHONAMA,S.3739,S4732,Government,-5.74279681,35.38664708,35,32,49,28,12,23,8,16,0,0,0,0,104,99,9,2,9,2,18,18,32,29,29,3.9166,6,6,633,622,Less than 40
Dodoma,Bahi,Mpalanga,MPALANGA,S.3371,S2737,Government,-6.3268816,35.4948633,50,76,27,33,18,68,24,30,0,0,0,0,119,207,11,4,11,4,22,22,55,54,54,3.9224,6,7,2436,2976,40 and More
Dodoma,Bahi,Mpamantwa,MPAMANTWA,S.3740,S3016,Government,-5.8369676,30.7895549,59,72,40,44,27,30,33,39,0,0,0,0,159,185,9,7,9,7,22,22,58,56,55,3.6167,6,6,1228,1591,40 and More
Dodoma,Bahi,Msisi,MSISI JUU,S.3677,S4760,Government,-5.8455218,35.6383188,70,77,79,86,38,50,16,22,0,0,0,0,203,235,8,2,8,2,44,44,51,50,45,3.9494,6,7,2557,3311,40 and More
Dodoma,Bahi,Mtitaa,MTITAA,S.2441,S2441,Government,-6.282421,35.631088,51,71,22,56,28,44,11,28,0,0,0,0,112,199,10,3,10,3,24,24,54,51,50,3.6312,6,6,1264,1448,40 and More
Dodoma,Bahi,Mundemu,MUNDEMU,S.712,S0988,Government,-5.900482,35.68804,138,159,134,133,129,181,107,119,0,0,0,0,508,592,18,9,18,9,41,41,144,144,114,3.9403,6,6,2510,1328,40 and More
Dodoma,Bahi,Mwitikira,MWITIKIRA,S.972,S1193,Government,-6.5176983,35.6611417,42,38,29,43,23,30,20,16,0,0,0,0,114,127,10,2,10,2,20,20,47,47,46,3.7189,6,5,1552,289,40 and More
Dodoma,Bahi,Nondwa,NONDWA,S.5412,S6068,Government,-6.4248073,35.3361854,46,47,39,43,27,36,0,0,0,0,0,0,112,126,3,2,3,2,48,48,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dodoma,Bahi,Zanka,ZANKA,S.3678,S4707,Government,-1.74002,39.75409,54,62,47,37,33,37,31,30,0,0,0,0,165,166,18,3,18,3,16,16,51,51,47,3.9026,6,7,2347,3045,40 and More
Simiyu,Bariadi,Banemhi,BANEMHI,S.3507,S2993,Government,-2.6245285,34.0442769,20,33,32,45,13,6,22,24,0,0,0,0,87,108,7,3,7,3,20,20,31,28,27,3.826,6,6,570,1923,Less than 40
Simiyu,Bariadi,Banemhi,KILABELA,S.2933,S2977,Government,-2.539694,34.03568,42,54,34,42,18,10,19,26,0,0,0,0,113,132,8,2,8,2,25,25,17,17,17,3.1303,5,7,255,2894,Less than 40
Simiyu,Bariadi,Dutwa,DUTWA,S.700,S0970,Government,-2.513544,33.963222,110,97,125,90,83,131,74,84,0,103,0,102,392,607,22,5,22,5,37,37,128,122,104,3.7284,6,6,1591,1607,40 and More
Simiyu,Bariadi,Dutwa,IGAGANULWA,S.2930,S2974,Government,-2.6080479,33.9862229,63,70,59,76,35,27,39,32,0,0,0,0,196,205,16,4,16,4,20,20,70,70,65,3.7234,6,6,1570,2411,40 and More
Simiyu,Bariadi,Gambosi,GAMBOSI,S.5234,S5837,Government,-2.614169,33.847561,42,76,17,43,13,29,13,13,0,0,0,0,85,161,7,1,7,1,31,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Simiyu,Bariadi,Gilya,IKINABUSHU,S.2931,S2975,Government,-2.493676,34.058228,34,29,26,33,20,16,28,15,0,0,0,0,108,93,10,1,10,1,18,18,30,30,28,3.6004,6,6,442,883,Less than 40
Simiyu,Bariadi,Gilya,NYAWA,S.3510,S2996,Government,-2.4733366,34.1269333,102,86,71,88,56,63,52,63,0,0,0,0,281,300,9,1,9,1,58,58,54,53,53,3.6688,6,6,1387,1589,40 and More
Simiyu,Bariadi,Ikungulyabashashi,IKUNGULYABASHASHI,S.2932,S2976,Government,-2.6229833,33.9253216,42,38,29,49,17,22,21,20,0,0,0,0,109,129,11,1,11,1,20,20,54,42,39,3.8167,6,6,1949,1906,40 and More
Simiyu,Bariadi,Itubukilo,ITUBUKILO,S.2917,S2961,Government,-2.894223,33.8406654,63,70,20,17,11,17,16,15,0,0,0,0,110,119,9,2,9,2,21,21,42,38,38,3.5355,6,5,1016,215,40 and More
Simiyu,Bariadi,Kasoli,MWAMLAPA,S.2915,S2959,Government,-2.62909,33.676541,71,113,74,98,50,41,50,36,0,0,0,0,245,288,7,2,7,2,59,59,59,40,39,3.6953,6,7,1468,2686,40 and More
Simiyu,Bariadi,Kilalo,KASOLI,S.3509,S2995,Government,-2.642086,33.725092,81,109,43,64,46,81,29,52,0,0,0,0,199,306,11,3,11,3,36,36,65,61,60,3.6815,6,4,1423,135,40 and More
Simiyu,Bariadi,Masewa,MASEWA,S.5456,S6131,Government,-2.342812,34.005452,59,62,8,21,0,0,0,0,0,0,0,0,67,83,5,4,5,4,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
