code_etablissement,CRE,delegation,nom_etablissement,Type,cre_ar,delagation_ar,code_auto,nom_etablissement_ar,region_ar,cycle_ar,Latitude initiale,Longitude initiale
10111119,Tunis 2,BARDO,E.P.IBN SINA BARDO,E.PRIMAIRE,تونس 2,باردو,111119,م.إ.  ابن سينا باردو,منطقة بلدية,مدرسة ابتدائية,36.829822,10.114952
10111205,Tunis 2,SEJOUMI,E.P.EN'NAJEH MALLASSIN,E.PRIMAIRE,تونس 2,السيجومي,111205,م.إ.  النجاح الملاسين,منطقة بلدية,مدرسة ابتدائية,36.790653,10.1619
10111213,Tunis 2,SEJOUMI,E.P.2 MARS 34 MALLASSINE,E.PRIMAIRE,تونس 2,السيجومي,111213,م.إ.  2 مارس 34 الملاسين,منطقة بلدية,مدرسة ابتدائية,36.798096,10.158533
10111232,Tunis 2,SEJOUMI,E.P.BAB KHALED MALLASSIN,E.PRIMAIRE,تونس 2,السيجومي,111232,م.إ.  باب خالد الملاسين,منطقة بلدية,مدرسة ابتدائية,36.792488,10.158698
10111501,Tunis 2,EZZOUHOUR,E.P.AMMARIA RUE 4157,E.PRIMAIRE,تونس 2,الزهور,111501,م.إ.  العمارية نهج 4157,منطقة بلدية,مدرسة ابتدائية,36.799866,10.145388
10111502,Tunis 2,EZZOUHOUR,E.P.CITE TAYARANE 1 RUE 4616,E.PRIMAIRE,تونس 2,الزهور,111502,م.إ.  حي الطيران 1 نج 4616,منطقة بلدية,مدرسة ابتدائية,36.7965,10.14595
10111503,Tunis 2,EZZOUHOUR,E.P.CITE ZOUHOUR 1 R.ROMARIN,E.PRIMAIRE,تونس 2,الزهور,111503,م.إ.  حي الزهور 1 نهج الاكليل,منطقة بلدية,مدرسة ابتدائية,36.797804,10.134403
10111504,Tunis 2,EZZOUHOUR,E.P.ZOUHOUR 4 RUE 4200,E.PRIMAIRE,تونس 2,الزهور,111504,م.إ.  حي الزهور 4 نهج 4200,منطقة بلدية,مدرسة ابتدائية,36.795854,10.12602
10111505,Tunis 2,EZZOUHOUR,E.P.SOMRANE RUE 4137,E.PRIMAIRE,تونس 2,الزهور,111505,م.إ.  السمران نهج 4137,منطقة بلدية,مدرسة ابتدائية,36.797761,10.138963
10111506,Tunis 2,EZZOUHOUR,E.P.CITE TAYARANE 2,E.PRIMAIRE,تونس 2,الزهور,111506,م.إ.  حي الطيران 2,منطقة بلدية,مدرسة ابتدائية,36.795877,10.14049
10111507,Tunis 2,EZZOUHOUR,E.P.CITE TAYARANE 3,E.PRIMAIRE,تونس 2,الزهور,111507,م.إ.  حي الطيران 3,منطقة بلدية,مدرسة ابتدائية,36.793973,10.142969
10111508,Tunis 2,EZZOUHOUR,E.P.BACH HAMBA 2,E.PRIMAIRE,تونس 2,الزهور,111508,م.إ.  باش حامبة2,منطقة بلدية,مدرسة ابتدائية,36.791349,10.127092
10111509,Tunis 2,EZZOUHOUR,E.P.CITE B. SDIRA,E.PRIMAIRE,تونس 2,الزهور,111509,م.إ.  حي بن سديرة,منطقة بلدية,مدرسة ابتدائية,36.789252,10.131121
10111701,Tunis 2,ETTAHRIR,E.P.ETTAHRIR 1,E.PRIMAIRE,تونس 2,التحرير,111701,م.إ.  التحرير 1,منطقة بلدية,مدرسة ابتدائية,36.823941,10.126603
10111702,Tunis 2,ETTAHRIR,E.P.CITE ETTAHRIR 2,E.PRIMAIRE,تونس 2,التحرير,111702,م.إ.  حي التحرير 2,منطقة بلدية,مدرسة ابتدائية,36.824321,10.125575
10111703,Tunis 2,ETTAHRIR,E.P.CITE ETTAHRIR 3,E.PRIMAIRE,تونس 2,التحرير,111703,م.إ. حي التحرير 3,منطقة بلدية,مدرسة ابتدائية,36.827795,10.127022
10111705,Tunis 2,ETTAHRIR,E.P.ETTAHRIR SUPERIEUR,E.PRIMAIRE,تونس 2,التحرير,111705,م.إ.  التحرير العلوي,منطقة بلدية,مدرسة ابتدائية,36.835476,10.120726
10111807,Tunis 2,EL OMRANE SUP.,E.P.CITE IBN KHALDOUN 2,E.PRIMAIRE,تونس 2,العمران الأعلى,111807,م.إ.  حي ابن خلدون 2,منطقة بلدية,مدرسة ابتدائية,36.823595,10.138052
10111808,Tunis 2,EL OMRANE SUP.,E.P.CITE IBN KHALDOUN 3,E.PRIMAIRE,تونس 2,العمران الأعلى,111808,م.إ.  حي ابن خلدون 3,منطقة بلدية,مدرسة ابتدائية,36.830634,10.140082
10111810,Tunis 2,EL OMRANE SUP.,E.P.CITE IBN KHALDOUN 5,E.PRIMAIRE,تونس 2,العمران الأعلى,111810,م.إ.  حي ابن خلدون 5,منطقة بلدية,مدرسة ابتدائية,36.832417,10.129491
10111811,Tunis 2,EL OMRANE SUP.,E.P.CITE IBN KHALDOUN 6,E.PRIMAIRE,تونس 2,العمران الأعلى,111811,م.إ.  حي ابن خلدون 6,منطقة بلدية,مدرسة ابتدائية,36.835616,10.129406
10111812,Tunis 2,EL OMRANE SUP.,E.P.EL INTILAKA 2,E.PRIMAIRE,تونس 2,العمران الأعلى,111812,م.إ.  الانطلاقة 2,منطقة بلدية,مدرسة ابتدائية,36.837394,10.118817
10111813,Tunis 2,EL OMRANE SUP.,E.P.CITE EL INTILAKA 3,E.PRIMAIRE,تونس 2,العمران الأعلى,111813,م.إ.  حي الانطلاقة 3,منطقة بلدية,مدرسة ابتدائية,36.8411,10.126966
10111814,Tunis 2,EL OMRANE SUP.,E.P.CITE EL INTILAKA 1- 2/3/34,E.PRIMAIRE,تونس 2,العمران الأعلى,111814,م.إ.  حي الانطلاقة 1 -34/3/2,منطقة بلدية,مدرسة ابتدائية,36.839934,10.11963
10111815,Tunis 2,EL OMRANE SUP.,E.P.EL IMAM IBN ARAFA,E.PRIMAIRE,تونس 2,العمران الأعلى,111815,م.إ.  الامام بن عرفة,منطقة بلدية,مدرسة ابتدائية,36.837493,10.131752
10111816,Tunis 2,EL OMRANE SUP.,E.P.ECH CHEBBI -EL OMRANE SUP 2/3/1934,E.PRIMAIRE,تونس 2,العمران الأعلى,111816,م.إ.  الشابي - العمران الاعلى34/3/2,منطقة بلدية,مدرسة ابتدائية,36.840324,10.130297
10112005,Tunis 2,EL HARAYRIA,E.P.CITE EL ZOUHOUR 4 PROLONGEE,E.PRIMAIRE,تونس 2,الحرايرية,112005,م.إ.  حي الزهور 4 الممتدّ,منطقة بلدية,مدرسة ابتدائية,36.793974,10.121875
10112006,Tunis 2,EL HARAYRIA,E.P.ZOUHOUR 5 PROLONGEE 1,E.PRIMAIRE,تونس 2,الحرايرية,112006,م.إ.  حي الزهور 5 الممتدّ 1,منطقة بلدية,مدرسة ابتدائية,36.789193,10.109886
10112007,Tunis 2,EL HARAYRIA,E.P.CITE EL ZOUHOUR 5 PROLONGE 2,E.PRIMAIRE,تونس 2,الحرايرية,112007,م.إ.  حي الزهور 5 الممتدّ 2,منطقة بلدية,مدرسة ابتدائية,36.788784,10.109431
10112008,Tunis 2,EL HARAYRIA,E.P.CITE EL ZOUHOUR 5-1 ,E.PRIMAIRE,تونس 2,الحرايرية,112008,م.إ.  حي الزهور 1/5,منطقة بلدية,مدرسة ابتدائية,36.792787,10.117346
10112009,Tunis 2,EL HARAYRIA,E.P.ECHAHID MED YASSINE (2 MARS 34 HRAIRIA 4),E.PRIMAIRE,تونس 2,الحرايرية,112009,م.إ.الشهيد محمد ياسين  (2 مارس 34 الحرايرية4),منطقة بلدية,مدرسة ابتدائية,36.787866,10.123078
10112010,Tunis 2,EL HARAYRIA,E.P.CITE BOUZAIENE ZOUHOUR,E.PRIMAIRE,تونس 2,الحرايرية,112010,م.إ.  حي بوزيان الزهور,منطقة بلدية,مدرسة ابتدائية,36.795704,10.117796
10112012,Tunis 2,EL HARAYRIA,E.P.HRAYRIA 3,E.PRIMAIRE,تونس 2,الحرايرية,112012,م.إ.  الحرايرية 3,منطقة بلدية,مدرسة ابتدائية,36.790492,10.121185
10112014,Tunis 2,EL HARAYRIA,E.P.CITE EL ANTIT,E.PRIMAIRE,تونس 2,الحرايرية,112014,م.إ.  حي العنتيت,منطقة بلدية,مدرسة ابتدائية,36.792787,10.117346
10112015,Tunis 2,EL HARAYRIA,E.P.OKBA IBN NAFAA 2 ZOUHOUR,E.PRIMAIRE,تونس 2,الحرايرية,112015,م.إ.  عقبة ابن نافع 2 الزهور,منطقة بلدية,مدرسة ابتدائية,36.788152,10.10206
10112016,Tunis 2,EL HARAYRIA,E.P.CITE ZOUHOUR 5-2,E.PRIMAIRE,تونس 2,الحرايرية,112016,م.إ.  حي الزهور 2/5,منطقة بلدية,مدرسة ابتدائية,36.789508,10.106536
10112020,Tunis 2,EL HARAYRIA,E.P.18 JANVIER HRAIRIA,E.PRIMAIRE,تونس 2,الحرايرية,112020,م.إ.  18 جانفي الحرايرية,منطقة بلدية,مدرسة ابتدائية,36.79031,10.118644
10112021,Tunis 2,EL HARAYRIA,E.P.ZAHROUNI,E.PRIMAIRE,تونس 2,الحرايرية,112021,م.إ.  الزهروني,منطقة بلدية,مدرسة ابتدائية,36.79302664,10.11637641
10112023,Tunis 2,EL HARAYRIA,E.P.CITE ESSALAMA,E.PRIMAIRE,تونس 2,الحرايرية,112023,م.إ.  حي السلامة,منطقة بلدية,مدرسة ابتدائية,36.784719,10.115613
10112025,Tunis 2,EL HARAYRIA,E.P.GHEDIR EL GUOLLA,E.PRIMAIRE,تونس 2,الحرايرية,112025,م.إ. غدير القلة,منطقة بلدية,مدرسة ابتدائية,36.779258,10.053083
10112027,Tunis 2,EL HARAYRIA,E.P.CITE EL FOLLA,E.PRIMAIRE,تونس 2,الحرايرية,112027,م.إ.  حي الفلة,منطقة بلدية,مدرسة ابتدائية,36.7971584,10.10535617
10112031,Tunis 2,EL HARAYRIA,E.P.EL MECHTEL 1,E.PRIMAIRE,تونس 2,الحرايرية,112031,م.إ.  المشتل 1,منطقة بلدية,مدرسة ابتدائية,36.793735,10.096394
10112032,Tunis 2,EL HARAYRIA,E.P.MECHTEL 2,E.PRIMAIRE,تونس 2,الحرايرية,112032,م.إ.  المشتل 2,منطقة بلدية,مدرسة ابتدائية,36.788089,10.100729
10112033,Tunis 2,EL HARAYRIA,E.P.OKBA IBN NAFAA 1,E.PRIMAIRE,تونس 2,الحرايرية,112033,م.إ.  عقبة ابن نافع 1,منطقة بلدية,مدرسة ابتدائية,36.787875,10.101569
10112034,Tunis 2,EL HARAYRIA,E.P.CITE ESSAHA,E.PRIMAIRE,تونس 2,الحرايرية,112034,م.إ.  حي الصحة ,منطقة بلدية,مدرسة ابتدائية,36.792602,10.087417
10112035,Tunis 2,EL HARAYRIA,E.P.CITE ELOUAHA,E.PRIMAIRE,تونس 2,الحرايرية,112035,م.إ.  حي الواحة,منطقة بلدية,مدرسة ابتدائية,36.46476,10.043655
10112101,Tunis 2,SIDI HASSINE,E.P.ATTAR,E.PRIMAIRE,تونس 2,سيدي حسين,112101,م.إ.  العطار,منطقة بلدية,مدرسة ابتدائية,36.732479,10.068868
10112102,Tunis 2,SIDI HASSINE,E.P.BIRINE,E.PRIMAIRE,تونس 2,سيدي حسين,112102,م.إ.  بيرين,منطقة بلدية,مدرسة ابتدائية,36.717791,10.107401
10112103,Tunis 2,SIDI HASSINE,E.P.BORJ CHAKIR,E.PRIMAIRE,تونس 2,سيدي حسين,112103,م.إ.  برج شاكير,منطقة بلدية,مدرسة ابتدائية,36.76433717,10.07670802
10112104,Tunis 2,SIDI HASSINE,E.P.MGHIRA ENZEL,E.PRIMAIRE,تونس 2,سيدي حسين,112104,م.إ.  مغيره انزال,منطقة بلدية,مدرسة ابتدائية,36.71110604,10.13410167
10112105,Tunis 2,SIDI HASSINE,E.P.SEJOUMI,E.PRIMAIRE,تونس 2,سيدي حسين,112105,م.إ.  السيجومي,منطقة بلدية,مدرسة ابتدائية,36.754737,10.117184
10112106,Tunis 2,SIDI HASSINE,E.P.SIDI HASSINE 1,E.PRIMAIRE,تونس 2,سيدي حسين,112106,م.إ.  سيدي حسين 1,منطقة بلدية,مدرسة ابتدائية,36.768604,10.114181
10112107,Tunis 2,SIDI HASSINE,E.P.ECHEBI CITE MRAD,E.PRIMAIRE,تونس 2,سيدي حسين,112107,م.إ.  الشابي حي مراد,منطقة بلدية,مدرسة ابتدائية,36.768448,10.099733
10112108,Tunis 2,SIDI HASSINE,E.P.CITE 20 MARS SIJOUMI,E.PRIMAIRE,تونس 2,سيدي حسين,112108,م.إ.  حي 20 مارس السيجومي,منطقة بلدية,مدرسة ابتدائية,36.75273262,10.11072482
10112109,Tunis 2,SIDI HASSINE,E.P.SIDI HASSINE 2,E.PRIMAIRE,تونس 2,سيدي حسين,112109,م.إ.  سيدي حسين 2,منطقة بلدية,مدرسة ابتدائية,36.77240468,10.11304194
10112110,Tunis 2,SIDI HASSINE,E.P.SIDI ABDALLAH ELMAYOU ,E.PRIMAIRE,تونس 2,سيدي حسين,112110,م.إ.  سيدي عبد الله المعيو,منطقة بلدية,مدرسة ابتدائية,36.730821,10.123266
10112111,Tunis 2,SIDI HASSINE,E.P.CITE EL FATH,E.PRIMAIRE,تونس 2,سيدي حسين,112111,م.إ.  حي الفتح ,منطقة بلدية,مدرسة ابتدائية,36.761596,10.112074
10112112,Tunis 2,SIDI HASSINE,E.P.CITE BOUGATFA,E.PRIMAIRE,تونس 2,سيدي حسين,112112,م.إ.  حي بوقطفة,منطقة بلدية,مدرسة ابتدائية,36.776747,10.10521
10112113,Tunis 2,SIDI HASSINE,E.P.EL JAYARA 1,E.PRIMAIRE,تونس 2,سيدي حسين,112113,م.إ.  الجيارة 1,منطقة بلدية,مدرسة ابتدائية,36.768173,10.093439
10112114,Tunis 2,SIDI HASSINE,E.P.SIDI HASSINE 3,E.PRIMAIRE,تونس 2,سيدي حسين,112114,م.إ.  سيدي حسين 3,منطقة بلدية,مدرسة ابتدائية,36.767029,10.11168
10112116,Tunis 2,SIDI HASSINE,E.P.EL JAYARA 2,E.PRIMAIRE,تونس 2,سيدي حسين,112116,م.إ.  الجيارة 2,منطقة بلدية,مدرسة ابتدائية,36.767754,10.088395
10112117,Tunis 2,SIDI HASSINE,E.P.SIDI HASSINE 4 - C.25juil.,E.PRIMAIRE,تونس 2,سيدي حسين,112117,م.إ.  سيدي حسين 4- حي 25 جويلية,منطقة بلدية,مدرسة ابتدائية,36.744448,10.119402
10112118,Tunis 2,SIDI HASSINE,E.P.OMAR EL MOKHTAR,E.PRIMAIRE,تونس 2,سيدي حسين,112118,م.إ. عمر المختار,منطقة بلدية,مدرسة ابتدائية,36.731851,10.127258
10112119,Tunis 2,SIDI HASSINE,E.P.CITE EL MONGI SLIM ELMGHIRA,E.PRIMAIRE,تونس 2,سيدي حسين,112119,م.إ. حي المنجي سليم المغيرة إنزال,منطقة بلدية,مدرسة ابتدائية,36.7102938,10.14280051
10112120,Tunis 2,SIDI HASSINE,E.P TAKSSIM EL MOEZ,E.PRIMAIRE,تونس 2,سيدي حسين,112120,م.إ. تقسيم المعز,منطقة بلدية,مدرسة ابتدائية,36.7492092,10.1022278
10120601,Ariana,KALAAT EL ANDALOSS,E.P.AV.BOURGUIBA KA.ANDALEUS 1,E.PRIMAIRE,أريانة,قلعة الأندلس,120601,م.إ.  قلعة الأندلس 1 (شارع بورقيبة ),منطقة بلدية,مدرسة ابتدائية,37.059633,10.111739
10120602,Ariana,KALAAT EL ANDALOSS,E.P.KALAAT ANDLEUS 2,E.PRIMAIRE,أريانة,قلعة الأندلس,120602,م.إ.  قلعة الأندلس 2,منطقة بلدية,مدرسة ابتدائية,37.061908,10.120414
10120603,Ariana,KALAAT EL ANDALOSS,E.P.PONT DE BIZERTE,E.PRIMAIRE,أريانة,قلعة الأندلس,120603,م.إ.  قنطرة بنزرت,منطقة غير بلدية,مدرسة ابتدائية,36.992895,10.062795
10120604,Ariana,KALAAT EL ANDALOSS,E.P.BORJ YOUSSEF,E.PRIMAIRE,أريانة,قلعة الأندلس,120604,م.إ.  برج يوسف,منطقة غير بلدية,مدرسة ابتدائية,36.943964,10.098761
10120605,Ariana,KALAAT EL ANDALOSS,E.P.BOUHNACHE,E.PRIMAIRE,أريانة,قلعة الأندلس,120605,م.إ.  بوحنش,منطقة غير بلدية,مدرسة ابتدائية,36.97341,10.135432
10120606,Ariana,KALAAT EL ANDALOSS,E.P. KAL.ANDALEUS 3,E.PRIMAIRE,أريانة,قلعة الأندلس,120606,م.إ. قلعة الأندلس 3,منطقة بلدية,مدرسة ابتدائية,37.058083,10.1199
10120607,Ariana,KALAAT EL ANDALOSS,E.P.ENNAHLI,E.PRIMAIRE,أريانة,قلعة الأندلس,120607,م.إ.  النحلي,منطقة غير بلدية,مدرسة ابتدائية,36.891405,10.133073
10120609,Ariana,KALAAT EL ANDALOSS,E.P.SIDI AISSA K.ANDALOUS 4,E.PRIMAIRE,أريانة,قلعة الأندلس,120609,م.إ.  قلعة الأندلس4  (سيدي عيسى),منطقة بلدية,مدرسة ابتدائية,37.060718,10.114576
10120610,Ariana,KALAAT EL ANDALOSS,E.P.MOUROUJ,E.PRIMAIRE,أريانة,قلعة الأندلس,120610,م.إ.  المروج,منطقة بلدية,مدرسة ابتدائية,37.055068,10.114837
10120801,Ariana,SIDI THABET,E.P.BEJAOUA 2 PAR OUED ELLIL,E.PRIMAIRE,أريانة,سيدي ثابت,120801,م.إ.  بجاوة 2,منطقة غير بلدية,مدرسة ابتدائية,36.862134,10.007054
10120802,Ariana,SIDI THABET,E.P.CEBBALET BEN AMMAR,E.PRIMAIRE,أريانة,سيدي ثابت,120802,م.إ.  سبالة بن عمار,منطقة غير بلدية,مدرسة ابتدائية,36.910917,10.104169
10120803,Ariana,SIDI THABET,E.P. M'BARKA 2,E.PRIMAIRE,أريانة,سيدي ثابت,120803,م.إ.  المباركة 2,منطقة بلدية,مدرسة ابتدائية,36.534693,10.013679
10120805,Ariana,SIDI THABET,E.P.SIDI THABET 1,E.PRIMAIRE,أريانة,سيدي ثابت,120805,م.إ.  سيدي ثابت 1,منطقة بلدية,مدرسة ابتدائية,36.909693,10.04409
10120806,Ariana,SIDI THABET,E.P.SIDI THABET 2 ,E.PRIMAIRE,أريانة,سيدي ثابت,120806,م.إ.  سيدي ثابت 2,منطقة غير بلدية,مدرسة ابتدائية,36.896313,10.026376
10120807,Ariana,SIDI THABET,E.P.M'BARKA 1 ,E.PRIMAIRE,أريانة,سيدي ثابت,120807,م.إ.  المباركة 1,منطقة بلدية,مدرسة ابتدائية,36.903928,10.026167
10120809,Ariana,SIDI THABET,E.P.EL BOKRI CEBBALET B.AMMAR,E.PRIMAIRE,أريانة,سيدي ثابت,120809,م.إ.  البكري سبالة بن عمار,منطقة غير بلدية,مدرسة ابتدائية,36.894525,10.109766
10120810,Ariana,SIDI THABET,E.P.CHORFECH 24,E.PRIMAIRE,أريانة,سيدي ثابت,120810,م.إ.  شرفش 24 ,منطقة غير بلدية,مدرسة ابتدائية,36.958412,10.078855
10120811,Ariana,SIDI THABET,E.P.EL JEBBESS,E.PRIMAIRE,أريانة,سيدي ثابت,120811,م.إ.  الجباس,منطقة غير بلدية,مدرسة ابتدائية,36.888082,10.082203
10121203,Ariana,SOKRA,E.P.CITE SAHLI ROTE SOUKRA,E.PRIMAIRE,أريانة,سكرة,121203,م.إ.  حي الساحلي طريق سكرة,منطقة بلدية,مدرسة ابتدائية,36.867766,10.220731
10121204,Ariana,SOKRA,E.P.CITE EL HEDI NOUIRA,E.PRIMAIRE,أريانة,سكرة,121204,م.إ.  حي الهادي نويرة,منطقة بلدية,مدرسة ابتدائية,36.872198,10.196858
10121206,Ariana,SOKRA,E.P.B.LOUZIR CITE ETTAAMIR 5,E.PRIMAIRE,أريانة,سكرة,121206,م.إ.  برج الوزير حي التعمير5,منطقة بلدية,مدرسة ابتدائية,36.866548,10.202213
10121207,Ariana,SOKRA,E.P.CHOUTRANA,E.PRIMAIRE,أريانة,سكرة,121207,م.إ.  شطرانة,منطقة بلدية,مدرسة ابتدائية,36.88619,10.218649
10121208,Ariana,SOKRA,E.P.SOUKRA POSTE,E.PRIMAIRE,أريانة,سكرة,121208,م.إ.  سكرة البريد,منطقة بلدية,مدرسة ابتدائية,36.875745,10.245137
10121209,Ariana,SOKRA,E.P.SIDI FRAJ SOKKRA,E.PRIMAIRE,أريانة,سكرة,121209,م.إ.  سيدي فرج سكرة,منطقة بلدية,مدرسة ابتدائية,36.878062,10.267659
10121211,Ariana,SOKRA,E.P.CITE SAHHA . B. LOUZI,E.PRIMAIRE,أريانة,سكرة,121211,م.إ.  حي الصحة برج الوزير,منطقة بلدية,مدرسة ابتدائية,36.874338,10.205892
10121212,Ariana,SOKRA,E.P.DAR FADHAL 1 SOUKRA,E.PRIMAIRE,أريانة,سكرة,121212,م.إ.  دار الفاضل 1 سكرة,منطقة بلدية,مدرسة ابتدائية,36.86364,10.247971
10121214,Ariana,SOKRA,E.P.CITE NASSIM ARIANA,E.PRIMAIRE,أريانة,سكرة,121214,م.إ.  حي النسيم أريانة,منطقة بلدية,مدرسة ابتدائية,36.874496,10.194261
10121217,Ariana,SOKRA,E.P.SIDI SOUFIANE,E.PRIMAIRE,أريانة,سكرة,121217,م.إ.  سيدي سفيان,منطقة بلدية,مدرسة ابتدائية,36.872484,10.214841
10121220,Ariana,SOKRA,E.P.DAR FADHAL 2,E.PRIMAIRE,أريانة,سكرة,121220,م.إ.  دار فضـال 2,منطقة بلدية,مدرسة ابتدائية,36.87035,10.245396
10121221,Ariana,SOKRA,E.P.EN'KHILETTE ,E.PRIMAIRE,أريانة,سكرة,121221,م.إ.  النخيلات,منطقة بلدية,مدرسة ابتدائية,36.879273,10.191455
10121222,Ariana,SOKRA,E.P.EL MANSOURA ARIANA,E.PRIMAIRE,أريانة,سكرة,121222,م.إ.  المنصورة أريانة,منطقة بلدية,مدرسة ابتدائية,36.884773,10.200429
10121223,Ariana,SOKRA,E.P.CITE BEHI LADGHAM,E.PRIMAIRE,أريانة,سكرة,121223,م.إ. حي الباهي الأدغم,منطقة بلدية,مدرسة ابتدائية,36.879943,10.202569
10121224,Ariana,SOKRA,E.P.EZZOUEIDIA,E.PRIMAIRE,أريانة,سكرة,121224,م.إ. الزوايدية,منطقة بلدية,مدرسة ابتدائية,36.867257,10.285895
10121225,Ariana,SOKRA,E.P.DAR FADHAL 3,E.PRIMAIRE,أريانة,سكرة,121225,م.إ. دار فضال 3,منطقة بلدية,مدرسة ابتدائية,36.863973,10.243449
