COD. COLEGIO	 REGIONAL	 PROVINCIA	 DISTRITO	 CORREGIMIENTO	 NOMBRE COLEGIO	ÁREA	PROGRAMAS	 TIPO	APROBADO 1 GRADO HOMBRE	APROBADO 1 GRADO MUJER	APROBADO 2 GRADO HOMBRE	APROBADO 2 GRADO MUJER	APROBADO 3 GRADO HOMBRE	APROBADO 3 GRADO MUJER	APROBADO 4 GRADO HOMBRE	APROBADO 4 GRADO MUJER	APROBADO 5 GRADO HOMBRE	APROBADO 5 GRADO MUJER	APROBADO 6 GRADO HOMBRE	APROBADO 6 GRADO MUJER	REPROBADO 1 GRADO HOMBRE	REPROBADO 1 GRADO MUJER	REPROBADO 2 GRADO HOMBRE	REPROBADO 2 GRADO MUJER	REPROBADO 3 GRADO HOMBRE	REPROBADO 3 GRADO MUJER	REPROBADO 4 GRADO HOMBRE	REPROBADO 4 GRADO MUJER	REPROBADO 5 GRADO HOMBRE	REPROBADO 5 GRADO MUJER	REPROBADO 6 GRADO HOMBRE	REPROBADO 6 GRADO MUJER	DESERTORES 1 GRADO HOMBRE	DESERTORES 1 GRADO MUJER	DESERTORES 2 GRADO HOMBRE	DESERTORES 2 GRADO MUJER	DESERTORES 3 GRADO HOMBRE	DESERTORES 3 GRADO MUJER	DESERTORES 4 GRADO HOMBRE	DESERTORES 4 GRADO MUJER	DESERTORES 5 GRADO HOMBRE	DESERTORES 5 GRADO MUJER	DESERTORES 6 GRADO HOMBRE	DESERTORES 6 GRADO MUJER	DOCENTES	AULAS
15293	PANAMÁ OESTE	PANAMÁ	ARRAIJÁN	BURUNGA	CENTRO EDUC. BIL. HE AQUÍ EL SEÑOR	URBANA	PRIMARIA UNIGRADO	PARTICULAR	6	5	4	4	4	4	5	2	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
15432	PANAMÁ OESTE	PANAMÁ	ARRAIJÁN	CERRO SILVESTRE	SMART LEARNING ACADEMY	URBANA	PRIMARIA UNIGRADO	PARTICULAR	4	9	3	8	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
15486	PANAMÁ OESTE	PANAMÁ	CAPIRA	CAPIRA	ST. MIGUEL ARCÁNGEL COLLEGE	URBANA	PRIMARIA UNIGRADO	PARTICULAR	10	9	12	6	3	5	5	5	10	12	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6
15544	PANAMÁ OESTE	PANAMÁ	ARRAIJÁN	VISTA ALEGRE	CENTRO DE CUIDADOS Y ENSEÑANZAS PININOS	URBANA	PRIMARIA UNIGRADO	PARTICULAR	6	7	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
15561	PANAMÁ OESTE	PANAMÁ	ARRAIJÁN	JUAN DEMÓSTENES AROSEMENA	INSTITUTO PAULO FREIRE	URBANA	PRIMARIA UNIGRADO	PARTICULAR	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
15610	PANAMÁ OESTE	PANAMÁ	LA CHORRERA	BARRIO COLÓN	COLEGIO BILINGÜE JUAN PABLO II	URBANA	PRIMARIA UNIGRADO	PARTICULAR	18	8	10	5	8	10	9	8	6	7	7	6	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	6
15630	PANAMÁ OESTE	PANAMÁ	LA CHORRERA	EL COCO	HELEN MARY SCHOOL	URBANA	PRIMARIA UNIGRADO	PARTICULAR	1	4	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
7177	PANAMÁ OESTE	PANAMÁ	ARRAIJÁN	BURUNGA	C.E. MANANTIAL DE AMOR	URBANA	PRIMARIA UNIGRADO	PARTICULAR	15	12	13	9	9	2	6	9	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5
15793	PANAMÁ OESTE	PANAMÁ	SAN CARLOS	SAN CARLOS	CENTRO EDUCATIVO LINCA	URBANA	PRIMARIA UNIGRADO	PARTICULAR	1	0	2	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
3480	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PACORA	C.E.B.G. PRESIDENTE VALDÉS	URBANA	PRIMARIA UNIGRADO	OFICIAL	58	54	55	52	59	55	51	62	66	56	40	28	6	1	9	4	4	0	2	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	29	16
3483	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FELIPE	ESCUELA BILINGÜE SIMÓN BOLÍVAR	URBANA	PRIMARIA UNIGRADO	OFICIAL	24	26	29	26	31	14	23	20	30	19	26	20	3	1	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
3487	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SANTA ANA	HOGAR DE LA INFANCIA	URBANA	PRIMARIA UNIGRADO	OFICIAL	16	22	10	15	17	13	18	21	8	18	11	12	1	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	7
3497	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FELIPE	C.E.B.G. ESTADOS UNIDOS DE AMÉRICA	URBANA	PRIMARIA UNIGRADO	OFICIAL	37	36	32	26	31	33	36	30	34	30	26	35	1	2	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15
3498	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FELIPE	ESCUELA BILINGÜE REP. DE MÉXICO	URBANA	PRIMARIA UNIGRADO	OFICIAL	22	20	30	23	30	29	26	30	30	22	28	20	9	4	2	0	1	3	1	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	12	14
3514	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	EL CHORRILLO	ESCUELA BILINGÜE MANUEL JOSÉ HURTADO	URBANA	PRIMARIA UNIGRADO	OFICIAL	30	34	48	37	29	24	26	42	35	28	33	30	4	4	5	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	17
3515	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	LAS MAÑANITAS	C.E.B.G. REP. DEL SALVADOR	URBANA	PRIMARIA UNIGRADO	OFICIAL	66	65	66	62	43	45	63	57	60	42	57	48	6	1	2	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	13
3516	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SANTA ANA	C.E.B.G. DR. JUSTO AROSEMENA	URBANA	PRIMARIA UNIGRADO	OFICIAL	58	56	56	59	43	43	44	44	42	49	44	53	2	4	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	24
3524	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	CALIDONIA	C.E.B.G. REP. FEDERATIVA DEL BRASIL	URBANA	PRIMARIA UNIGRADO	OFICIAL	31	21	28	25	17	29	29	18	24	23	19	21	2	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	11
3636	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	CALIDONIA	C.E.B.G. REPUBLICA DE VENEZUELA	URBANA	PRIMARIA UNIGRADO	OFICIAL	44	36	47	39	33	30	40	37	42	30	32	34	4	0	5	0	7	1	6	1	7	0	1	0	2	2	2	4	2	1	1	1	2	0	0	0	30	19
3638	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	CALIDONIA	ESCUELA BILINGÜE PEDRO J. SOSA	URBANA	PRIMARIA UNIGRADO	OFICIAL	53	46	45	53	43	50	47	36	30	31	51	40	6	5	4	0	4	1	5	0	5	3	0	0	2	1	0	2	1	2	0	0	0	0	0	0	22	25
3639	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	CALIDONIA	ESCUELA BILINGÜE REPUBLICA DE CHILE	URBANA	PRIMARIA UNIGRADO	OFICIAL	73	70	67	55	47	64	68	66	69	72	57	66	2	1	8	1	6	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	39
3640	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	CURUNDÚ	C.E.B.G. FE Y ALEGRÍA	URBANA	PRIMARIA UNIGRADO	OFICIAL	75	76	73	76	55	63	45	48	49	52	41	48	20	13	10	11	4	9	11	5	10	2	4	0	6	5	5	2	7	2	2	6	6	1	2	2	31	18
3645	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	CURUNDÚ	C.E.B.G. REPUBLICA DE JAMAICA	URBANA	PRIMARIA UNIGRADO	OFICIAL	16	18	15	17	19	7	15	9	17	19	10	15	2	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	4
3649	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	BETANIA	ESCUELA BILINGÜE EL JAPÓN	URBANA	PRIMARIA UNIGRADO	OFICIAL	37	27	44	23	32	26	25	34	31	24	33	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
3671	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	BETANIA	C.E.B.G. DR. OCTAVIO MÉNDEZ PEREIRA	URBANA	PRIMARIA UNIGRADO	OFICIAL	26	31	24	24	25	30	32	31	32	27	36	27	2	2	2	0	0	0	2	1	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	18	12
3676	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	BETANIA	C.E.B.G. JOSÉ AGUSTÍN ARANGO	URBANA	PRIMARIA UNIGRADO	OFICIAL	30	36	30	34	40	29	35	31	40	27	42	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	2	0	0	15	12
3678	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	BETANIA	C.E.B.G. MANUEL E. AMADOR	URBANA	PRIMARIA UNIGRADO	OFICIAL	24	19	19	27	19	27	30	26	28	23	30	29	2	5	3	2	1	1	0	0	0	0	1	0	2	1	2	0	1	3	2	1	1	2	2	0	18	15
3687	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PUEBLO NUEVO	ESCUELA BILINGÜE RICARDO MIRO	URBANA	PRIMARIA UNIGRADO	OFICIAL	32	20	27	28	33	22	22	37	30	26	18	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
3694	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PUEBLO NUEVO	ESCUELA BILINGÜE FRANCISCO ARIAS PAREDES	URBANA	PRIMARIA UNIGRADO	OFICIAL	26	28	28	27	23	28	17	18	38	21	14	19	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	10
3696	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FRANCISCO	C.E.B.G. FEDERICO A. VELÁSQUEZ	URBANA	PRIMARIA UNIGRADO	OFICIAL	15	12	19	11	14	11	13	9	11	11	11	10	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
3705	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FRANCISCO	FRANCO PANAMEÑA LOUIS PASTEUR	URBANA	PRIMARIA UNIGRADO	PARTICULAR	11	21	11	22	17	16	8	15	16	21	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
3709	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FRANCISCO	ESCUELA BILINGÜE DR. BELISARIO PORRAS	URBANA	PRIMARIA UNIGRADO	OFICIAL	36	48	50	41	30	35	47	38	54	60	52	41	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	21
3710	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FRANCISCO	ESCUELA BILINGÜE PUERTO RICO	URBANA	PRIMARIA UNIGRADO	OFICIAL	18	13	23	18	19	17	23	28	15	12	31	31	0	0	1	0	1	0	1	1	0	0	1	0	0	2	3	1	0	0	0	1	0	0	1	0	19	9
3713	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	SAN FRANCISCO	C.E.B.G. FINLANDIA	URBANA	PRIMARIA UNIGRADO	OFICIAL	18	9	15	10	10	9	6	9	7	7	5	11	0	0	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6
3714	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PARQUE LEFEVRE	C.E.B.G. BILINGÜE REP. DE HAITÍ	URBANA	PRIMARIA UNIGRADO	OFICIAL	34	32	36	32	31	36	37	23	22	34	37	28	0	2	1	1	1	0	2	2	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	15	15
3725	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PARQUE LEFEVRE	ESCUELA BILINGÜE MARÍA OSSA DE AMADOR	URBANA	PRIMARIA UNIGRADO	OFICIAL	54	37	34	42	41	39	22	37	32	53	41	48	0	2	0	4	0	2	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	17
3726	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PARQUE LEFEVRE	C.E.B.G. JUAN B. SOSA	URBANA	PRIMARIA UNIGRADO	OFICIAL	41	46	50	42	47	42	43	47	28	45	32	34	0	0	2	0	0	1	0	1	5	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	18	18
3727	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PARQUE LEFEVRE	ESCUELA BILINGÜE MANUEL ESPINOSA B.	URBANA	PRIMARIA UNIGRADO	OFICIAL	24	28	33	28	19	40	26	30	30	26	36	29	2	2	0	0	0	1	0	0	2	0	0	0	2	1	1	2	0	0	0	0	0	0	2	0	20	13
3729	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PARQUE LEFEVRE	ESCUELA BILINGÜE SARA SOTILLO	URBANA	PRIMARIA UNIGRADO	OFICIAL	28	24	27	26	26	22	25	26	23	26	17	13	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11
3730	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	RÍO ABAJO	C.E.B.G. MATEO ITURRALDE	URBANA	PRIMARIA UNIGRADO	OFICIAL	22	13	16	11	18	11	13	19	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	6
3732	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	RÍO ABAJO	ESCUELA BILINGÜE ESTADO DE LIBIA	URBANA	PRIMARIA UNIGRADO	OFICIAL	50	38	37	44	39	38	39	30	25	38	28	37	5	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15
3736	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. VILLA CATALINA	URBANA	PRIMARIA UNIGRADO	OFICIAL	23	24	24	24	24	23	30	25	28	31	26	29	1	0	3	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	12
3737	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. JOSÉ MARÍA TORRIJOS	URBANA	PRIMARIA UNIGRADO	OFICIAL	50	20	32	39	32	26	32	26	29	36	45	39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	23
3738	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. REPUBLICA DE GUATEMALA	URBANA	PRIMARIA UNIGRADO	OFICIAL	43	36	51	39	30	41	40	32	27	30	41	31	5	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18
3741	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. CARMEN SOLÉ BOSCH	URBANA	PRIMARIA UNIGRADO	OFICIAL	26	33	28	32	30	27	28	20	28	25	28	19	2	3	2	2	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	2	0	13	11
3746	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. ERNESTO T. LEFEVRE	URBANA	PRIMARIA UNIGRADO	OFICIAL	44	39	43	37	37	39	32	32	39	27	46	32	2	0	2	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	37	18
3761	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	MARCIA A. DE CAÑELLAS (MULTIGRADO)	URBANA	PRIMARIA UNIGRADO	OFICIAL	6	4	6	4	7	4	4	3	6	2	3	4	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	3
3762	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. DON BOSCO	URBANA	PRIMARIA UNIGRADO	OFICIAL	44	48	51	41	47	55	43	48	52	34	43	59	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	12
3763	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	ESCUELA BILINGÜE FEDERICO ESCOBAR	URBANA	PRIMARIA UNIGRADO	OFICIAL	68	59	83	78	80	60	78	63	71	86	73	68	5	5	5	2	2	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16
3765	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. TORIBIO BERRIO SOSA	URBANA	PRIMARIA UNIGRADO	OFICIAL	20	19	27	26	28	29	17	19	31	24	24	26	2	3	0	0	0	1	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	6
3767	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. LA CONCEPCIÓN	URBANA	PRIMARIA UNIGRADO	OFICIAL	21	36	23	22	20	31	24	19	22	24	16	13	3	1	3	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	11	11
3768	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	JUAN DÍAZ	C.E.B.G. GASPAR OCTAVIO HERNÁNDEZ	URBANA	PRIMARIA UNIGRADO	OFICIAL	16	12	15	14	8	14	9	15	9	6	10	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	6
3769	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	C.E.B.G. NARCISO GARAY	URBANA	PRIMARIA UNIGRADO	OFICIAL	76	69	75	78	67	65	78	70	66	74	60	61	8	9	6	4	5	2	0	0	0	1	0	0	1	0	2	2	3	1	1	2	1	0	0	0	31	15
3771	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	ESCUELA BILINGÜE CIRILO JOAQUÍN MARTÍNEZ	URBANA	PRIMARIA UNIGRADO	OFICIAL	107	112	130	111	107	99	113	102	115	121	124	101	5	6	4	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	27
3775	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	C.E.B.G. ASCANIO VILLALAZ P.	URBANA	PRIMARIA UNIGRADO	OFICIAL	83	61	61	76	50	48	52	55	53	48	47	51	6	4	11	5	3	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	24
3779	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	ESCUELA BILINGÜE GRAN BRETAÑA	URBANA	PRIMARIA UNIGRADO	OFICIAL	93	85	106	103	106	120	118	119	86	97	82	70	3	2	6	2	4	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	21
3780	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	C.E.B.G. SANTA CRUZ	URBANA	PRIMARIA UNIGRADO	OFICIAL	48	44	53	40	34	31	39	40	27	31	41	29	1	2	1	3	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	17	8
3781	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	DR. JUAN A. MARTINELLI (MULTIGRADO)	URBANA	PRIMARIA UNIGRADO	OFICIAL	7	5	6	10	5	7	5	6	5	12	10	2	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
3782	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PEDREGAL	C.E.B.G. JOSÉ PABLO PAREDES	URBANA	PRIMARIA UNIGRADO	OFICIAL	42	43	26	40	32	39	42	46	25	38	40	30	1	1	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	7
3791	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	ANCÓN	ESCUELA BILINGÜE OMAR TORRIJOS HERRERA	URBANA	PRIMARIA UNIGRADO	OFICIAL	45	43	49	47	39	57	43	48	54	45	54	53	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	18
3858	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	24 DE DICIEMBRE	C.E.B.G. 24 DE DICIEMBRE	URBANA	PRIMARIA UNIGRADO	OFICIAL	80	86	92	84	71	69	75	68	74	75	88	0	3	6	12	3	3	1	8	1	12	1	1	0	5	3	0	0	0	0	0	0	2	0	2	0	41	30
3859	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PACORA	C.E.B.G. PASO BLANCO	URBANA	PRIMARIA UNIGRADO	OFICIAL	59	79	79	75	75	66	87	62	71	69	77	72	10	8	4	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12
3860	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	PACORA	SAN DIEGO (MULTIGRADO)	URBANA	PRIMARIA UNIGRADO	OFICIAL	14	11	11	16	8	9	12	5	11	7	4	7	2	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
3873	PANAMÁ CENTRO	PANAMÁ	PANAMÁ	24 DE DICIEMBRE	C.E.B.G. FRANCISCO DE MIRANDA	URBANA	PRIMARIA UNIGRADO	OFICIAL	134	111	119	87	91	110	101	117	97	83	93	100	14	17	12	7	9	6	6	4	3	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	45	45
